"species";"Region";"LifeForm";"off_FirstRec";"count";"firstRec";"phylum";"class";"timeLag";"eu_status";"scopus";"EASIN_Id";"Status";"TER";"FRW";"MAR";"EST";"habitat";"worst_100_world_ISSG";"worst_100_Europe_DAISIE";"mentioned_in_EU_quarantine_species";"partly_native";"obsEffort_LF";"ResearchEffort";"nOccTotSp";"obsInNeigborCountryBefore";"google_sum";"google_mean";"google_country_porc";"google_country"
"Houttuynia cordata";"Sweden";"Vascular plants";NA;34;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";3155;"R07490";"A";1;1;0;0;"Freshwater_Terrestrial";"NO";"NO";"NO";"NO";7997425;26;567;FALSE;1663;11.5486111111111;0;0
"Houttuynia cordata";"Switzerland";"Vascular plants";NA;2;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";3155;"R07490";"A";1;1;0;0;"Freshwater_Terrestrial";"NO";"NO";"NO";"NO";453426;13;567;NA;1663;11.5486111111111;0;0
"Houttuynia cordata";"United Kingdom";"Vascular plants";NA;74;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";3155;"R07490";"A";1;1;0;0;"Freshwater_Terrestrial";"NO";"NO";"NO";"NO";729813;102;567;FALSE;1663;11.5486111111111;8;92.3888888888888
"Huso huso";"Austria";"Fishes";NA;1;2016;"Chordata";"Actinopterygii";NA;"NO";18452;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";632;44;NA;FALSE;NA;NA;NA;NA
"Huso huso";"Denmark";"Fishes";2010;NA;NA;"Chordata";"Actinopterygii";NA;"NO";18452;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";619;18;NA;FALSE;NA;NA;NA;NA
"Huso huso";"Netherlands";"Fishes";NA;1;2011;"Chordata";"Actinopterygii";NA;"NO";18452;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";118551;30;NA;FALSE;NA;NA;NA;NA
"Huso huso";"Romania";"Fishes";NA;2;2002;"Chordata";"Actinopterygii";NA;"NO";18452;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";47;3;NA;FALSE;NA;NA;NA;NA
"Hyacinthus orientalis";"Austria";"Vascular plants";NA;17;2019;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";405467;44;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Belarus";"Vascular plants";NA;2;2021;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;9061;FALSE;612;4.25;0;0
"Hyacinthus orientalis";"Belgium";"Vascular plants";2015;130;2001;"Tracheophyta";"Liliopsida";-14;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;9061;TRUE;612;4.25;40;170
"Hyacinthus orientalis";"Bosnia and Herzegovina";"Vascular plants";NA;15;2014;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";9027;14;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Croatia";"Vascular plants";NA;47;2018;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40792;19;9061;NA;612;4.25;83;352.75
"Hyacinthus orientalis";"Czech Republic";"Vascular plants";NA;28;2017;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";391053;28;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Denmark";"Vascular plants";NA;45;2019;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";63407;18;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"France";"Vascular plants";NA;4819;2008;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;9061;NA;612;4.25;38;161.5
"Hyacinthus orientalis";"Germany";"Vascular plants";NA;223;2005;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;51;9061;NA;612;4.25;41;174.25
"Hyacinthus orientalis";"Greece";"Vascular plants";NA;56;2019;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;144;9061;FALSE;612;4.25;0;0
"Hyacinthus orientalis";"Hungary";"Vascular plants";NA;3;2018;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";36958;18;9061;NA;612;4.25;100;425
"Hyacinthus orientalis";"Ireland";"Vascular plants";NA;4;2021;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";26889;13;9061;NA;612;4.25;64;272
"Hyacinthus orientalis";"Isle of Man";"Vascular plants";NA;1;2019;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;9061;FALSE;612;4.25;0;0
"Hyacinthus orientalis";"Italy";"Vascular plants";NA;1632;2017;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;9061;NA;612;4.25;69;293.25
"Hyacinthus orientalis";"Latvia";"Vascular plants";NA;11;2021;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";6060;6;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Lithuania";"Vascular plants";NA;1;2021;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40458;3;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Luxembourg";"Vascular plants";NA;15;2019;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";37577;1;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Malta";"Vascular plants";NA;1;2020;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";632;5;9061;FALSE;612;4.25;0;0
"Hyacinthus orientalis";"Montenegro";"Vascular plants";NA;9;2019;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";5319;2;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Netherlands";"Vascular plants";NA;660;2000;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;30;9061;NA;612;4.25;32;136
"Hyacinthus orientalis";"Norway";"Vascular plants";NA;3;2020;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1755502;76;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Poland";"Vascular plants";NA;14;2018;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";147169;17;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Romania";"Vascular plants";NA;2;2018;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";31057;3;9061;NA;612;4.25;93;395.25
"Hyacinthus orientalis";"San Marino";"Vascular plants";NA;2;2020;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;9061;FALSE;612;4.25;0;0
"Hyacinthus orientalis";"Sea or Ocean";"Vascular plants";NA;862;1990;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;9061;FALSE;612;4.25;NA;NA
"Hyacinthus orientalis";"Serbia";"Vascular plants";NA;19;2019;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14179;54;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Slovakia";"Vascular plants";NA;1;2021;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";84761;19;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Slovenia";"Vascular plants";NA;27;2014;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";38312;45;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Spain";"Vascular plants";NA;6;2018;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;120;9061;NA;612;4.25;56;238
"Hyacinthus orientalis";"Sweden";"Vascular plants";NA;166;1990;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7997425;26;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"Switzerland";"Vascular plants";NA;36;2018;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";453426;13;9061;NA;612;4.25;61;259.25
"Hyacinthus orientalis";"The former Yugoslav Republic of Macedonia";"Vascular plants";NA;7;2020;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;9061;FALSE;612;4.25;NA;NA
"Hyacinthus orientalis";"Ukraine";"Vascular plants";NA;11;2019;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";146355;7;9061;NA;612;4.25;0;0
"Hyacinthus orientalis";"United Kingdom";"Vascular plants";NA;186;2011;"Tracheophyta";"Liliopsida";NA;"NO";757;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;102;9061;NA;612;4.25;34;144.5
"Hydrangea macrophylla";"Albania";"Vascular plants";NA;17;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2476;54;10861;FALSE;4089;28.3958333333333;0;0
"Hydrangea macrophylla";"Andorra";"Vascular plants";NA;2;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";779;1;10861;NA;4089;28.3958333333333;0;0
"Hydrangea macrophylla";"Austria";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";405467;44;10861;NA;4089;28.3958333333333;26;738.291666666666
"Hydrangea macrophylla";"Belarus";"Vascular plants";NA;1;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;10861;FALSE;4089;28.3958333333333;0;0
"Hydrangea macrophylla";"Belgium";"Vascular plants";2013;28;2018;"Tracheophyta";"Magnoliopsida";5;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;10861;TRUE;4089;28.3958333333333;100;2839.58333333333
"Hydrangea macrophylla";"Bulgaria";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14218;8;10861;NA;4089;28.3958333333333;0;0
"Hydrangea macrophylla";"Czech Republic";"Vascular plants";NA;5;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";391053;28;10861;NA;4089;28.3958333333333;49;1391.39583333333
"Hydrangea macrophylla";"Denmark";"Vascular plants";NA;8;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";63407;18;10861;NA;4089;28.3958333333333;29;823.479166666666
"Hydrangea macrophylla";"France";"Vascular plants";NA;140;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;10861;NA;4089;28.3958333333333;21;596.312499999999
"Hydrangea macrophylla";"Germany";"Vascular plants";NA;51;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;51;10861;NA;4089;28.3958333333333;25;709.895833333332
"Hydrangea macrophylla";"Hungary";"Vascular plants";NA;2;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";36958;18;10861;NA;4089;28.3958333333333;23;653.104166666666
"Hydrangea macrophylla";"Isle of Man";"Vascular plants";NA;6;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;10861;FALSE;4089;28.3958333333333;0;0
"Hydrangea macrophylla";"Italy";"Vascular plants";NA;2;2015;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;10861;NA;4089;28.3958333333333;10;283.958333333333
"Hydrangea macrophylla";"Netherlands";"Vascular plants";NA;25;2010;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;30;10861;NA;4089;28.3958333333333;61;1732.14583333333
"Hydrangea macrophylla";"Norway";"Vascular plants";NA;3;2010;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1755502;76;10861;NA;4089;28.3958333333333;13;369.145833333333
"Hydrangea macrophylla";"Poland";"Vascular plants";NA;6;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";147169;17;10861;NA;4089;28.3958333333333;21;596.312499999999
"Hydrangea macrophylla";"Portugal";"Vascular plants";NA;603;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";107614;83;10861;NA;4089;28.3958333333333;9;255.5625
"Hydrangea macrophylla";"Romania";"Vascular plants";NA;1;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";31057;3;10861;NA;4089;28.3958333333333;13;369.145833333333
"Hydrangea macrophylla";"Sea or Ocean";"Vascular plants";NA;1160;2006;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;10861;FALSE;4089;28.3958333333333;NA;NA
"Hydrangea macrophylla";"Slovakia";"Vascular plants";NA;2;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";84761;19;10861;NA;4089;28.3958333333333;43;1221.02083333333
"Hydrangea macrophylla";"Spain";"Vascular plants";NA;3983;2015;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;120;10861;NA;4089;28.3958333333333;7;198.770833333333
"Hydrangea macrophylla";"Sweden";"Vascular plants";NA;17;2004;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7997425;26;10861;NA;4089;28.3958333333333;15;425.937499999999
"Hydrangea macrophylla";"Switzerland";"Vascular plants";NA;7;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";453426;13;10861;NA;4089;28.3958333333333;32;908.666666666666
"Hydrangea macrophylla";"Ukraine";"Vascular plants";NA;8;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";146355;7;10861;NA;4089;28.3958333333333;0;0
"Hydrangea macrophylla";"United Kingdom";"Vascular plants";NA;4782;2007;"Tracheophyta";"Magnoliopsida";NA;"NO";1541;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;102;10861;NA;4089;28.3958333333333;22;624.708333333333
"Hydroides brachyacantha";"Greece";"Invertebrates (excl. Arthropods, Molluscs)";2015;NA;NA;"Annelida";"Polychaeta";NA;"NO";31;"R16420";"A";0;0;1;0;"Marine";"NO";"NO";"NO";"NO";386;144;NA;FALSE;NA;NA;NA;NA
"Hydroides homoceros";"Cyprus";"Invertebrates (excl. Arthropods, Molluscs)";2016;NA;NA;"Annelida";"Polychaeta";NA;"NO";4;"R16421";"A";0;0;1;0;"Marine";"NO";"NO";"NO";"NO";0;107;NA;FALSE;NA;NA;NA;NA
"Hygromia cinctella";"Austria";"Molluscs";NA;122;2017;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";5667;44;4511;NA;0;0;0;0
"Hygromia cinctella";"Belgium";"Molluscs";NA;1056;2008;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";10374;480;4511;NA;0;0;0;0
"Hygromia cinctella";"Croatia";"Molluscs";NA;12;2017;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";373;19;4511;NA;0;0;0;0
"Hygromia cinctella";"Czech Republic";"Molluscs";2010;11;2021;"Mollusca";"Gastropoda";11;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1877;28;4511;TRUE;0;0;0;0
"Hygromia cinctella";"Denmark";"Molluscs";NA;18;2019;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3689;18;4511;NA;0;0;0;0
"Hygromia cinctella";"France";"Molluscs";NA;412;2006;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14850;142;4511;NA;0;0;0;0
"Hygromia cinctella";"Germany";"Molluscs";NA;401;1993;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";41283;51;4511;NA;0;0;0;0
"Hygromia cinctella";"Hungary";"Molluscs";NA;11;2017;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";187;18;4511;NA;0;0;0;0
"Hygromia cinctella";"Italy";"Molluscs";NA;159;1990;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7491;162;4511;NA;0;0;0;0
"Hygromia cinctella";"Liechtenstein";"Molluscs";NA;1;2017;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";423;1;4511;NA;0;0;0;0
"Hygromia cinctella";"Luxembourg";"Molluscs";NA;6;2021;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";577;1;4511;NA;0;0;0;0
"Hygromia cinctella";"Netherlands";"Molluscs";NA;744;2005;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";63732;30;4511;NA;0;0;0;0
"Hygromia cinctella";"Poland";"Molluscs";NA;4;2019;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1168;17;4511;NA;0;0;0;0
"Hygromia cinctella";"Sea or Ocean";"Molluscs";NA;184;2007;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;4511;FALSE;0;0;NA;NA
"Hygromia cinctella";"Slovenia";"Molluscs";NA;3;2020;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";250;45;4511;NA;0;0;0;0
"Hygromia cinctella";"Spain";"Molluscs";NA;1;2019;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3301;120;4511;NA;0;0;0;0
"Hygromia cinctella";"Switzerland";"Molluscs";NA;1025;1990;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";184577;13;4511;NA;0;0;0;0
"Hygromia cinctella";"United Kingdom";"Molluscs";NA;341;2010;"Mollusca";"Gastropoda";NA;"NO";19;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";59137;102;4511;NA;0;0;0;0
"Hylaeus euxanthus";"New Zealand";"Insects";2014;22;2014;"Arthropoda";"Insecta";0;"NO";1;NA;NA;1;0;0;0;"Terrestrial";NA;NA;NA;NA;0;34;22;FALSE;0;0;0;0
"Hylotelephium spectabile";"Austria";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";405467;44;481;NA;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Belarus";"Vascular plants";NA;36;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;481;FALSE;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Belgium";"Vascular plants";2010;19;2006;"Tracheophyta";"Magnoliopsida";-4;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;481;TRUE;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Czech Republic";"Vascular plants";NA;2;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;28;481;NA;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Denmark";"Vascular plants";NA;2;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";63407;18;481;NA;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Finland";"Vascular plants";NA;2;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";81315;2;481;NA;165;1.14583333333333;0;0
"Hylotelephium spectabile";"France";"Vascular plants";2010;23;2015;"Tracheophyta";"Magnoliopsida";5;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;481;TRUE;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Germany";"Vascular plants";NA;28;2006;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;51;481;NA;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Italy";"Vascular plants";NA;3;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;162;481;NA;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Luxembourg";"Vascular plants";NA;3;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";37577;1;481;NA;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Netherlands";"Vascular plants";NA;92;2007;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;30;481;NA;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Norway";"Vascular plants";NA;6;2015;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1755502;76;481;NA;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Portugal";"Vascular plants";NA;1;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";107614;83;481;FALSE;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Sea or Ocean";"Vascular plants";NA;81;1990;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;481;FALSE;165;1.14583333333333;NA;NA
"Hylotelephium spectabile";"Sweden";"Vascular plants";NA;151;1990;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;26;481;NA;165;1.14583333333333;0;0
"Hylotelephium spectabile";"Ukraine";"Vascular plants";NA;11;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";146355;7;481;FALSE;165;1.14583333333333;0;0
"Hylotelephium spectabile";"United Kingdom";"Vascular plants";NA;20;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";69;"R07567";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;102;481;FALSE;165;1.14583333333333;88;100.833333333333
"Hymenoscyphus fraxineus";"Austria";"Fungi";NA;1;2010;"Ascomycota";"Leotiomycetes";NA;"NO";485;"R19121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";9737;44;NA;NA;82;0.569444444444444;0;0
"Hymenoscyphus fraxineus";"Belgium";"Fungi";2010;NA;NA;"Ascomycota";"Leotiomycetes";NA;"NO";485;"R19121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";15321;480;NA;TRUE;82;0.569444444444444;0;0
"Hymenoscyphus fraxineus";"Denmark";"Fungi";NA;111;2005;"Ascomycota";"Leotiomycetes";NA;"NO";485;"R19121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";466932;18;NA;NA;82;0.569444444444444;0;0
"Hymenoscyphus fraxineus";"France";"Fungi";NA;8;2008;"Ascomycota";"Leotiomycetes";NA;"NO";485;"R19121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";24642;142;NA;NA;82;0.569444444444444;0;0
"Hymenoscyphus fraxineus";"Germany";"Fungi";NA;42;2008;"Ascomycota";"Leotiomycetes";NA;"NO";485;"R19121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";141206;51;NA;NA;82;0.569444444444444;0;0
"Hymenoscyphus fraxineus";"Ireland";"Fungi";2012;NA;NA;"Ascomycota";"Leotiomycetes";NA;"NO";485;"R19121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";241;13;NA;FALSE;82;0.569444444444444;0;0
