"SeebName";"species";"phylum";"class";"kingdom";"LifeForm"
"Callinectes sapidus";"Callinectes sapidus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Cancer pagurus";"Cancer pagurus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Crangon crangon";"Crangon crangon";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Moraria sphagnicola";"Moraria sphagnicola";"Arthropoda";"Copepoda";"Animalia";NA
"Parablennius zvonimiri";"Parablennius zvonimiri";"Chordata";NA;"Animalia";NA
"Scardinius erythrophthalmus";"Scardinius erythrophthalmus";"Chordata";NA;"Animalia";NA
"Sebastiscus marmoratus";"Sebastiscus marmoratus";"Chordata";NA;"Animalia";NA
"Aureoboletus projectellus";"Aureoboletus projectellus";"Basidiomycota";"Agaricomycetes";"Fungi";"Fungi"
"Lecanosticta acicola";"Lecanosticta acicola";"Ascomycota";"Dothideomycetes";"Fungi";"Fungi"
"Panaeolus cyanescens";"Panaeolus cyanescens";"Basidiomycota";"Agaricomycetes";"Fungi";"Fungi"
"Phytophthora alni";"Phytophthora alni";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora gregata";"Phytophthora gregata";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora kernoviae";"Phytophthora kernoviae";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora lacustris";"Phytophthora lacustris";"Oomycota";"Peronosporea";"Chromista";NA
"Atomaria scutellaris";"Atomaria scutellaris";"Arthropoda";"Insecta";"Animalia";"Insects"
"Bembidion clarkii";"Bembidion clarkii";"Arthropoda";"Insecta";"Animalia";"Insects"
"Chromaphis juglandicola";"Chromaphis juglandicola";"Arthropoda";"Insecta";"Animalia";"Insects"
"Clambus simsoni";"Clambus simsoni";"Arthropoda";"Insecta";"Animalia";"Insects"
"Coccura suwakoensis";"Coccura suwakoensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Corticarina cavicollis";"Corticarina cavicollis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Diabrotica virgifera";"Diabrotica virgifera";"Arthropoda";"Insecta";"Animalia";"Insects"
"Gonocerus acuteangulatus";"Gonocerus acuteangulatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Holoparamecus niger";"Holoparamecus niger";"Arthropoda";"Insecta";"Animalia";"Insects"
"Janetiella siskiyou";"Cupressatia siskiyou";"Arthropoda";"Insecta";"Animalia";"Insects"
"Lasius alienus";"Lasius alienus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Melanophthalma fuscipennis";"Melanophthalma fuscipennis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Plagiolepis vindobonensis";"Plagiolepis vindobonensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pleurophorus caesus";"Pleurophorus caesus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Rabigus pullus";"Rabigus pullus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Stricticollis tobias";"Stricticollis tobias";"Arthropoda";"Insecta";"Animalia";"Insects"
"Trixagus atticus";"Trixagus atticus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Trotomma pubescens";"Trotomma pubescens";"Arthropoda";"Insecta";"Animalia";"Insects"
"Angiostrongylus vasorum";"Angiostrongylus vasorum";"Nematoda";"Chromadorea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Camelostrongylus mentulatus";"Camelostrongylus mentulatus";"Nematoda";"Chromadorea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Gracilechinus acutus";"Gracilechinus acutus";"Echinodermata";"Echinoidea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Pachycordyle michaeli";"Pachycordyle michaeli";"Cnidaria";"Hydrozoa";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Ostrea chilensis";"Ostrea chilensis";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Abies veitchii";"Abies veitchii";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Acer pseudosieboldianum";"Acer pseudosieboldianum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Aquilegia chrysantha";"Aquilegia chrysantha";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Calocedrus decurrens";"Calocedrus decurrens";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Corylus maxima";"Corylus maxima";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cotinus coggygria";"Cotinus coggygria";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cuscuta monogyna";"Cuscuta monogyna";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Euonymus fortunei";"Euonymus fortunei";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Gladiolus imbricatus";"Gladiolus imbricatus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Lobelia inflata";"Lobelia inflata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lobelia kalmii";"Lobelia kalmii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Magnolia sieboldii";"Magnolia sieboldii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Malus x moerlandsii";"Malus moerlandsii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Neillia sinensis";"Neillia sinensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Paeonia x suffruticosa";"Paeonia suffruticosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Photinia davidiana";"Stranvaesia davidiana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Phyteuma spicatum";"Phyteuma spicatum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Polypogon viridis";"Polypogon viridis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Ribes petraeum";"Ribes petraeum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salix lucida";"Salix lucida";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salix pendulina";"Salix pendulina";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salvia divinorum";"Salvia divinorum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salvia elegans";"Salvia elegans";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salvia patens";"Salvia patens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Sasa quelpaertensis";"Sasa palmata";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Silene conica";"Silene conica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Symphoricarpos x chenaultii";"Symphoricarpos chenaultii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Syringa reticulata";"Syringa reticulata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Tsuga mertensiana";"Tsuga mertensiana";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Wisteria sinensis";"Wisteria sinensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Chelicorophium robustum";"Chelicorophium robustum";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Palaemon longirostris";"Palaemon longirostris";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Daktulosphaira vitifoliae";"Daktulosphaira vitifoliae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Hypania invalida";"Hypania invalida";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Limnodrilus cervix";"Limnodrilus cervix";"Annelida";"Clitellata";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Potamothrix hammoniensis";"Potamothrix hammoniensis";"Annelida";"Clitellata";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Dreissena bugensis";"Dreissena bugensis";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Acridotheres ginginianus";"Acridotheres ginginianus";"Chordata";"Aves";"Animalia";"Birds"
"Amazona amazonica";"Amazona amazonica";"Chordata";"Aves";"Animalia";"Birds"
"Anas flavirostris";"Anas flavirostris";"Chordata";"Aves";"Animalia";"Birds"
"Chenonetta jubata";"Chenonetta jubata";"Chordata";"Aves";"Animalia";"Birds"
"Corvus albus";"Corvus albus";"Chordata";"Aves";"Animalia";"Birds"
"Cygnus melancoryphus";"Cygnus melancoryphus";"Chordata";"Aves";"Animalia";"Birds"
"Lonchura oryzivora";"Lonchura oryzivora";"Chordata";"Aves";"Animalia";"Birds"
"Netta peposaca";"Netta peposaca";"Chordata";"Aves";"Animalia";"Birds"
"Psittacus erithacus";"Psittacus erithacus";"Chordata";"Aves";"Animalia";"Birds"
"Celleporaria inaudita";"Celleporaria inaudita";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Parasmittina alba";"Parasmittina alba";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Parasmittina multiaviculata";"Parasmittina multiaviculata";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Parasmittina protecta";"Parasmittina protecta";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Reptadeonella violacea";"Reptadeonella violacea";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Schizoporella errata";"Schizoporella errata";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Schizoporella pungens";"Schizoporella pungens";"Bryozoa";"Gymnolaemata";"Animalia";"Bryozoa"
"Bosmina coregoni";"Bosmina coregoni";"Arthropoda";"Branchiopoda";"Animalia";"Crustaceans"
"Crangonyx pseudogracilis";"Crangonyx pseudogracilis";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Hesperibalanus fallax";"Solidobalanus fallax";"Arthropoda";"Maxillopoda";"Animalia";"Crustaceans"
"Ictalurus punctatus";"Ictalurus punctatus";"Chordata";NA;"Animalia";NA
"Perca fluviatilis";"Perca fluviatilis";"Chordata";NA;"Animalia";NA
"Aedes albopictus";"Aedes albopictus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Blastopsylla occidentalis";"Blastopsylla occidentalis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Epichrysocharis burwelli";"Epichrysocharis burwelli";"Arthropoda";"Insecta";"Animalia";"Insects"
"Hercinothrips dimidiatus";"Hercinothrips dimidiatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Neodartus bella";"Penthimiola bella";"Arthropoda";"Insecta";"Animalia";"Insects"
"Phenolia limbata";"Phenolia limbata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Stenopelmus rufinasus";"Stenopelmus rufinasus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Dactylogyrus anchoratus";"Dactylogyrus anchoratus";"Platyhelminthes";"Monogenea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Ficopomatus enigmaticus";"Ficopomatus enigmaticus";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Mycale senegalensis";"Mycale senegalensis";"Porifera";"Demospongiae";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Styela plicata";"Styela plicata";"Chordata";"Ascidiacea";"Animalia";NA
"Mya arenaria";"Mya arenaria";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Tenellia adspersa";"Tenellia adspersa";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Graptemys pseudogeographica";"Graptemys pseudogeographica";"Chordata";"Testudines";"Animalia";NA
"Pelodiscus sinensis";"Pelodiscus sinensis";"Chordata";"Testudines";"Animalia";NA
"Pseudemys concinna";"Pseudemys concinna";"Chordata";"Testudines";"Animalia";NA
"Salpingella decurtata";"Salpingella decurtata";"Ciliophora";"Oligotrichea";"Chromista";NA
"Streblospio gynobranchiata";"Streblospio gynobranchiata";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Bidens connata";"Bidens connata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Bidens subalternans";"Bidens subalternans";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Datura inoxia";"Datura innoxia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Heracleum sosnowskyi";"Heracleum sosnowskyi";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Heteranthera zosterifolia";"Heteranthera zosterifolia";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Lemna minuta";"Lemna minuta";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Ludwigia repens";"Ludwigia repens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Reynoutria sachalinensis";"Reynoutria sachalinensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rotala rotundifolia";"Rotala rotundifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Symphyotrichum novae-angliae";"Symphyotrichum novae-angliae";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Eurytoma plotnikovi";"Eurytoma plotnikovi";"Arthropoda";"Insecta";"Animalia";"Insects"
"Alisma subcordatum";"Alisma subcordatum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Allium stipitatum";"Allium stipitatum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Claytonia perfoliata";"Claytonia perfoliata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Dianthus gratianopolitanus";"Dianthus gratianopolitanus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Euphorbia davidii";"Euphorbia davidii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Nepeta mussinii";"Nepeta racemosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Potentilla fruticosa";"Dasiphora fruticosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Sagittaria latifolia";"Sagittaria latifolia";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Spiraea japonica";"Spiraea japonica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Tecoma radicans";"Campsis radicans";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ceroplastes ceriferus";"Ceroplastes ceriferus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Dasineura gleditchiae";"Dasineura gleditchiae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Hishimonus hamatus";"Hishimonus hamatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ophiomyia kwansonis";"Ophiomyia kwansonis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pealius azaleae";"Pealius azaleae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Carex vulpinoidea";"Carex vulpinoidea";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Pueraria montana var. lobata";"Pueraria montana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pachysandra terminalis";"Pachysandra terminalis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Eutrochium fistulosum";"Eutrochium fistulosum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Periploca graeca";"Periploca graeca";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hedysarum coronarium";"Sulla coronaria";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Nonea lutea";"Nonea lutea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Aedes japonicus";"Aedes japonicus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ambrosiodmus rubricollis";"Ambrosiodmus rubricollis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Xyleborus atratus";"Xyleborus atratus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Nematus tibialis";"Nematus tibialis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aponychus corpuzae";"Aponychus corpuzae";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Dichromothrips corbetti";"Dichromothrips corbetti";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aceria kuko";"Aceria kuko";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Chymomyza amoena";"Chymomyza amoena";"Arthropoda";"Insecta";"Animalia";"Insects"
"Prociphilus fraxinifolii";"Prociphilus fraxinifolii";"Arthropoda";"Insecta";"Animalia";"Insects"
"Cacopsylla fulguralis";"Cacopsylla fulguralis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Epitrix hirtipennis";"Epitrix hirtipennis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Euxesta notata";"Euxesta notata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Acanalonia conica";"Acanalonia conica";"Arthropoda";"Insecta";"Animalia";"Insects"
"Tautoneura polymitusa";"Tautoneura polymitusa";"Arthropoda";"Insecta";"Animalia";"Insects"
"Anas formosa";"Sibirionetta formosa";"Chordata";"Aves";"Animalia";"Birds"
"Anas hottentota";"Spatula hottentota";"Chordata";"Aves";"Animalia";"Birds"
"Parabuteo unicinctus";"Parabuteo unicinctus";"Chordata";"Aves";"Animalia";"Birds"
"Psittacula eupatria";"Psittacula eupatria";"Chordata";"Aves";"Animalia";"Birds"
"Numida meleagris";"Numida meleagris";"Chordata";"Aves";"Animalia";"Birds"
"Spilopelia chinensis";"Spilopelia chinensis";"Chordata";"Aves";"Animalia";"Birds"
"Platycercus elegans";"Platycercus elegans";"Chordata";"Aves";"Animalia";"Birds"
"Taeniopygia guttata";"Taeniopygia guttata";"Chordata";"Aves";"Animalia";"Birds"
"Anas bahamensis";"Anas bahamensis";"Chordata";"Aves";"Animalia";"Birds"
"Acacia salicina";"Acacia salicina";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Acokanthera oblongifolia";"Acokanthera oblongifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Agave vivipara";"Agave vivipara";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Aloe brevifolia";"Aloe brevifolia";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Alstroemeria ligtu";"Alstroemeria ligtu";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Argemone ochroleuca";"Argemone ochroleuca";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Atriplex lindleyi";"Atriplex lindleyi";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Austrocylindropuntia cylindrica";"Austrocylindropuntia cylindrica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Banksia integrifolia";"Banksia integrifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Halimeda incrassata";"Halimeda incrassata";"Chlorophyta";"Ulvophyceae";"Plantae";"Algae"
"Pyropia suborbiculata";"Pyropia suborbiculata";"Rhodophyta";"Bangiophyceae";"Plantae";"Algae"
"Ommatotriton ophryticus";"Ommatotriton ophryticus";"Chordata";"Amphibia";"Animalia";"Amphibians"
"Aratinga pertinax";"Aratinga pertinax";"Chordata";"Aves";"Animalia";"Birds"
"Caracara plancus";"Caracara plancus";"Chordata";"Aves";"Animalia";"Birds"
"Ciconia abdimii";"Ciconia abdimii";"Chordata";"Aves";"Animalia";"Birds"
"Columbina talpacoti";"Columbina talpacoti";"Chordata";"Aves";"Animalia";"Birds"
"Elanoides forficatus";"Elanoides forficatus";"Chordata";"Aves";"Animalia";"Birds"
"Grus canadensis";"Grus canadensis";"Chordata";"Aves";"Animalia";"Birds"
"Haemorhous mexicanus";"Haemorhous mexicanus";"Chordata";"Aves";"Animalia";"Birds"
"Lorius chlorocercus";"Lorius chlorocercus";"Chordata";"Aves";"Animalia";"Birds"
"Mimus gilvus";"Mimus gilvus";"Chordata";"Aves";"Animalia";"Birds"
"Musophaga violacea";"Musophaga violacea";"Chordata";"Aves";"Animalia";"Birds"
"Phoeniculus purpureus";"Phoeniculus purpureus";"Chordata";"Aves";"Animalia";"Birds"
"Rhodospiza obsoleta";"Rhodospiza obsoleta";"Chordata";"Aves";"Animalia";"Birds"
"Tockus deckeni";"Tockus deckeni";"Chordata";"Aves";"Animalia";"Birds"
"Zenaida meloda";"Zenaida meloda";"Chordata";"Aves";"Animalia";"Birds"
"Caprella mutica";"Caprella mutica";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Faxonius limosus";"Faxonius limosus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Hemicypris reticulata";"Hemicypris reticulata";"Arthropoda";"Ostracoda";"Animalia";NA
"Paracaprella pusilla";"Paracaprella pusilla";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Balistoides conspicillum";"Balistoides conspicillum";"Chordata";NA;"Animalia";NA
"Gobio occitaniae";"Gobio occitaniae";"Chordata";NA;"Animalia";NA
"Leuciscus aspius";"Leuciscus aspius";"Chordata";NA;"Animalia";NA
"Paracoccus burnerae";"Paracoccus burnerae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sipha flava";"Sipha flava";"Arthropoda";"Insecta";"Animalia";"Insects"
"Trachymela sloanei";"Trachymela sloanei";"Arthropoda";"Insecta";"Animalia";"Insects"
"Xylotrechus chinensis";"Xylotrechus chinensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aplidium accarense";"Aplidium accarense";"Chordata";"Ascidiacea";"Animalia";NA
"Barbronia weberi";"Barbronia weberi";"Annelida";"Clitellata";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Neopolystoma orbiculare";"Polystomoides orbiculare";"Platyhelminthes";"Monogenea";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Perinereis linea";"Perinereis linea";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Spirorchis elegans";"Spirorchis elegans";"Platyhelminthes";"Trematoda";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Ensis leei";"Ensis leei";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Marisa cornuarietis";"Marisa cornuarietis";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Orientogalba viridis";"Orientogalba viridis";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Theora lubrica";"Theora lubrica";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Apalone ferox";"Apalone ferox";"Chordata";"Testudines";"Animalia";NA
"Macrochelys temminckii";"Macrochelys temminckii";"Chordata";"Testudines";"Animalia";NA
"Testudo marginata";"Testudo marginata";"Chordata";"Testudines";"Animalia";NA
"Trachemys emolli";"Trachemys emolli";"Chordata";"Testudines";"Animalia";NA
"Brugmansia arborea";"Brugmansia arborea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Bryoerythrophyllum inaequalifolium";"Bryoerythrophyllum inaequalifolium";"Bryophyta";"Bryopsida";"Plantae";NA
"Callistemon rigidus";"Callistemon rigidus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Callistemon viminalis";"Callistemon viminalis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Carica papaya";"Carica papaya";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Carpobrotus chilensis";"Carpobrotus chilensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cestrum aurantiacum";"Cestrum aurantiacum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Crassula arborescens";"Crassula arborescens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Desmanthus virgatus";"Desmanthus virgatus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Digitaria setigera";"Digitaria setigera";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Dombeya wallichii";"Dombeya wallichii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Drimiopsis maculata";"Drimiopsis maculata";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Eriocephalus africanus";"Eriocephalus africanus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Genista stenopetala";"Genista stenopetala";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lampranthus spectabilis";"Lampranthus spectabilis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Leonotis leonurus";"Leonotis leonurus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Leucaena leucocephala subsp. glabrata";"Leucaena leucocephala";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Mahonia bealei";"Mahonia bealei";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Momordica charantia";"Momordica charantia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Muehlenbeckia sagittifolia";"Muehlenbeckia sagittifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Oenothera speciosa";"Oenothera speciosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Opuntia ficus-indica var. Anacantha";"Opuntia ficus-indica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ornithogalum thyrsoides";"Ornithogalum thyrsoides";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Pelargonium inquinans";"Pelargonium inquinans";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Phymosia umbellata";"Phymosia umbellata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Protea cynaroides";"Protea cynaroides";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Sclerophylax spinescens";"Sclerophylax spinescens";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Setaria pumila subsp. pallide-fusca";"Setaria pumila";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Solandra maxima";"Solandra maxima";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Solanum betaceum";"Solanum betaceum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Solanum seaforthianum";"Solanum seaforthianum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Syringa persica";"Syringa persica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Syzygium cumini";"Syzygium cumini";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Tetraena gaetula subsp. waterlotii";"Tetraena waterlotii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Tradescantia spathacea";"Tradescantia spathacea";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Triadica sebifera";"Triadica sebifera";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Waltheria indica";"Waltheria indica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Dinophysis caudata";"Dinophysis caudata";"Myzozoa";"Dinophyceae";"Chromista";NA
"Cancer irroratus";"Cancer irroratus";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Procambarus virginalis";"Procambarus virginalis";"Arthropoda";"Malacostraca";"Animalia";"Crustaceans"
"Parmelina quercina";"Parmelina quercina";"Ascomycota";"Lecanoromycetes";"Fungi";"Fungi"
"Phytophthora gonapodyides";"Phytophthora gonapodyides";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora plurivora";"Phytophthora plurivora";"Oomycota";"Peronosporea";"Chromista";NA
