country;species;LifeForm;count;firstRec
Spain;Cornus sanguinea;Vascular plants;1741;1999
Sweden;Cornus sanguinea;Vascular plants;970;1990
Switzerland;Cornus sanguinea;Vascular plants;4326;2008
The former Yugoslav Republic of Macedonia;Cornus sanguinea;Vascular plants;7;2014
Ukraine;Cornus sanguinea;Vascular plants;726;2001
United Kingdom;Cornus sanguinea;Vascular plants;3175;2007
Sea or Ocean;Cornus sanguinea;Vascular plants;3185;1991
Austria;Corylus colurna;Vascular plants;12;2012
Belgium;Corylus colurna;Vascular plants;61;2012
Bosnia and Herzegovina;Corylus colurna;Vascular plants;2;2020
Bulgaria;Corylus colurna;Vascular plants;7;2020
Croatia;Corylus colurna;Vascular plants;7;2018
Czech Republic;Corylus colurna;Vascular plants;389;2018
Denmark;Corylus colurna;Vascular plants;6;2019
France;Corylus colurna;Vascular plants;7;2017
Germany;Corylus colurna;Vascular plants;332;2001
Hungary;Corylus colurna;Vascular plants;14;2019
Ireland;Corylus colurna;Vascular plants;1;2019
Italy;Corylus colurna;Vascular plants;3;2020
Luxembourg;Corylus colurna;Vascular plants;1;2020
Netherlands;Corylus colurna;Vascular plants;48;2008
Poland;Corylus colurna;Vascular plants;5;2020
Romania;Corylus colurna;Vascular plants;9;2017
Serbia;Corylus colurna;Vascular plants;12;2006
Slovakia;Corylus colurna;Vascular plants;31;2019
Slovenia;Corylus colurna;Vascular plants;15;2018
Sweden;Corylus colurna;Vascular plants;2;2015
Switzerland;Corylus colurna;Vascular plants;3;2020
The former Yugoslav Republic of Macedonia;Corylus colurna;Vascular plants;1;2020
Ukraine;Corylus colurna;Vascular plants;2;2020
United Kingdom;Corylus colurna;Vascular plants;35;2019
Sea or Ocean;Corylus colurna;Vascular plants;32;1998
Austria;Corylus maxima;Vascular plants;42;2011
Belgium;Corylus maxima;Vascular plants;18;2013
Bosnia and Herzegovina;Corylus maxima;Vascular plants;2;2020
Croatia;Corylus maxima;Vascular plants;2;2020
Czech Republic;Corylus maxima;Vascular plants;71;2018
France;Corylus maxima;Vascular plants;2;2020
Germany;Corylus maxima;Vascular plants;188;2005
Liechtenstein;Corylus maxima;Vascular plants;1;2020
Luxembourg;Corylus maxima;Vascular plants;2;2020
Netherlands;Corylus maxima;Vascular plants;15;2012
Norway;Corylus maxima;Vascular plants;2;2021
Serbia;Corylus maxima;Vascular plants;4;2020
Slovakia;Corylus maxima;Vascular plants;11;2019
Slovenia;Corylus maxima;Vascular plants;5;2020
Sweden;Corylus maxima;Vascular plants;48;1998
United Kingdom;Corylus maxima;Vascular plants;66;2018
Sea or Ocean;Corylus maxima;Vascular plants;17;2004
Belgium;Cosmos sulphureus;Vascular plants;135;2015
Czech Republic;Cosmos sulphureus;Vascular plants;4;2020
Denmark;Cosmos sulphureus;Vascular plants;1;2021
Finland;Cosmos sulphureus;Vascular plants;1;2020
France;Cosmos sulphureus;Vascular plants;31;2017
Germany;Cosmos sulphureus;Vascular plants;16;2017
Greece;Cosmos sulphureus;Vascular plants;10;2016
Italy;Cosmos sulphureus;Vascular plants;1;2012
Luxembourg;Cosmos sulphureus;Vascular plants;2;2020
Netherlands;Cosmos sulphureus;Vascular plants;22;2010
Poland;Cosmos sulphureus;Vascular plants;32;2018
Romania;Cosmos sulphureus;Vascular plants;3;2015
Spain;Cosmos sulphureus;Vascular plants;3;2018
Sweden;Cosmos sulphureus;Vascular plants;17;2002
Switzerland;Cosmos sulphureus;Vascular plants;3;2018
Ukraine;Cosmos sulphureus;Vascular plants;1;2021
United Kingdom;Cosmos sulphureus;Vascular plants;4;2020
Sea or Ocean;Cosmos sulphureus;Vascular plants;26;2018
Albania;Cotinus coggygria;Vascular plants;23;2017
Austria;Cotinus coggygria;Vascular plants;721;2013
Belarus;Cotinus coggygria;Vascular plants;3;2016
Belgium;Cotinus coggygria;Vascular plants;41;2011
Bosnia and Herzegovina;Cotinus coggygria;Vascular plants;53;2016
Bulgaria;Cotinus coggygria;Vascular plants;94;2008
Croatia;Cotinus coggygria;Vascular plants;374;2003
Czech Republic;Cotinus coggygria;Vascular plants;1000;2016
Denmark;Cotinus coggygria;Vascular plants;29;2019
France;Cotinus coggygria;Vascular plants;20363;2006
Germany;Cotinus coggygria;Vascular plants;155;1998
Greece;Cotinus coggygria;Vascular plants;223;2014
Hungary;Cotinus coggygria;Vascular plants;499;2016
Ireland;Cotinus coggygria;Vascular plants;5;2020
Italy;Cotinus coggygria;Vascular plants;4405;2007
Jersey;Cotinus coggygria;Vascular plants;1;2018
Latvia;Cotinus coggygria;Vascular plants;1;2020
Liechtenstein;Cotinus coggygria;Vascular plants;3;2019
Luxembourg;Cotinus coggygria;Vascular plants;3;2019
Montenegro;Cotinus coggygria;Vascular plants;38;2007
Netherlands;Cotinus coggygria;Vascular plants;28;2011
Poland;Cotinus coggygria;Vascular plants;17;2018
Republic of Moldova;Cotinus coggygria;Vascular plants;19;2018
Romania;Cotinus coggygria;Vascular plants;193;2009
San Marino;Cotinus coggygria;Vascular plants;5;2018
Serbia;Cotinus coggygria;Vascular plants;96;2002
Slovakia;Cotinus coggygria;Vascular plants;198;2016
Slovenia;Cotinus coggygria;Vascular plants;138;2014
Spain;Cotinus coggygria;Vascular plants;21;2007
Sweden;Cotinus coggygria;Vascular plants;19;2000
Switzerland;Cotinus coggygria;Vascular plants;1379;2012
The former Yugoslav Republic of Macedonia;Cotinus coggygria;Vascular plants;3;2019
Ukraine;Cotinus coggygria;Vascular plants;947;2002
United Kingdom;Cotinus coggygria;Vascular plants;202;2018
Sea or Ocean;Cotinus coggygria;Vascular plants;1246;2002
Belgium;Cotoneaster ambiguus;Vascular plants;5;2010
Belgium;Cotoneaster ascendens;Vascular plants;10;2011
Netherlands;Cotoneaster ascendens;Vascular plants;2;2016
Norway;Cotoneaster ascendens;Vascular plants;2;2020
Sweden;Cotoneaster ascendens;Vascular plants;33;1994
Sea or Ocean;Cotoneaster ascendens;Vascular plants;32;1998
Netherlands;Cotoneaster boisianus;Vascular plants;2;2014
Belgium;Cotoneaster bullatus;Vascular plants;43;2008
Denmark;Cotoneaster bullatus;Vascular plants;2;2020
Germany;Cotoneaster bullatus;Vascular plants;16;2002
Ireland;Cotoneaster bullatus;Vascular plants;2;2020
Netherlands;Cotoneaster bullatus;Vascular plants;8;2015
Norway;Cotoneaster bullatus;Vascular plants;1604;1993
Sweden;Cotoneaster bullatus;Vascular plants;292;1990
United Kingdom;Cotoneaster bullatus;Vascular plants;12;2020
Sea or Ocean;Cotoneaster bullatus;Vascular plants;2090;1990
Belgium;Cotoneaster conspicuus;Vascular plants;1;2015
Belgium;Cotoneaster coriaceus;Vascular plants;7;2010
Czech Republic;Cotoneaster coriaceus;Vascular plants;3;2021
France;Cotoneaster coriaceus;Vascular plants;31;2017
Italy;Cotoneaster coriaceus;Vascular plants;552;2018
Portugal;Cotoneaster coriaceus;Vascular plants;41;2018
Spain;Cotoneaster coriaceus;Vascular plants;996;2017
United Kingdom;Cotoneaster coriaceus;Vascular plants;240;2018
Sea or Ocean;Cotoneaster coriaceus;Vascular plants;236;2017
Belgium;Cotoneaster dielsianus;Vascular plants;191;2006
Denmark;Cotoneaster dielsianus;Vascular plants;2;2021
France;Cotoneaster dielsianus;Vascular plants;9;2006
Germany;Cotoneaster dielsianus;Vascular plants;15;2010
Netherlands;Cotoneaster dielsianus;Vascular plants;43;2007
Norway;Cotoneaster dielsianus;Vascular plants;362;1999
Sweden;Cotoneaster dielsianus;Vascular plants;385;1990
Switzerland;Cotoneaster dielsianus;Vascular plants;1;2011
United Kingdom;Cotoneaster dielsianus;Vascular plants;2;2021
Sea or Ocean;Cotoneaster dielsianus;Vascular plants;764;1990
Austria;Cotoneaster divaricatus;Vascular plants;10;2018
Belgium;Cotoneaster divaricatus;Vascular plants;75;2006
Czech Republic;Cotoneaster divaricatus;Vascular plants;6;2020
Denmark;Cotoneaster divaricatus;Vascular plants;4;2020
France;Cotoneaster divaricatus;Vascular plants;3;2010
Germany;Cotoneaster divaricatus;Vascular plants;51;2006
Netherlands;Cotoneaster divaricatus;Vascular plants;47;2011
Norway;Cotoneaster divaricatus;Vascular plants;693;1995
Slovenia;Cotoneaster divaricatus;Vascular plants;2;2021
Sweden;Cotoneaster divaricatus;Vascular plants;2686;1990
Switzerland;Cotoneaster divaricatus;Vascular plants;7;2018
Ukraine;Cotoneaster divaricatus;Vascular plants;2;2021
United Kingdom;Cotoneaster divaricatus;Vascular plants;4;2020
Sea or Ocean;Cotoneaster divaricatus;Vascular plants;2631;1990
Belgium;Cotoneaster hylmoei;Vascular plants;1;2013
France;Cotoneaster lacteus;Vascular plants;2;2010
Norway;Cotoneaster laetevirens;Vascular plants;4;2017
Sweden;Cotoneaster laetevirens;Vascular plants;179;1996
Sea or Ocean;Cotoneaster laetevirens;Vascular plants;28;1996
Belarus;Cotoneaster lucidus;Vascular plants;55;2013
Denmark;Cotoneaster lucidus;Vascular plants;1;2021
Estonia;Cotoneaster lucidus;Vascular plants;2;2017
Finland;Cotoneaster lucidus;Vascular plants;24;2020
Germany;Cotoneaster lucidus;Vascular plants;4;2019
Iceland;Cotoneaster lucidus;Vascular plants;1;2018
Lithuania;Cotoneaster lucidus;Vascular plants;32;2018
Norway;Cotoneaster lucidus;Vascular plants;782;1993
Poland;Cotoneaster lucidus;Vascular plants;5;2020
Sweden;Cotoneaster lucidus;Vascular plants;1539;1990
Ukraine;Cotoneaster lucidus;Vascular plants;22;2016
Sea or Ocean;Cotoneaster lucidus;Vascular plants;1141;1990
Belgium;Cotoneaster mairei;Vascular plants;1;2011
Norway;Cotoneaster moupinensis;Vascular plants;2;2019
Sweden;Cotoneaster moupinensis;Vascular plants;19;2004
Sea or Ocean;Cotoneaster moupinensis;Vascular plants;13;2019
Norway;Cotoneaster nanshan;Vascular plants;2;2019
Sweden;Cotoneaster nanshan;Vascular plants;5;1997
Sea or Ocean;Cotoneaster nanshan;Vascular plants;11;2011
Belgium;Cotoneaster qungbixiensis;Vascular plants;1;2013
Germany;Cotoneaster watereri;Vascular plants;9;2015
Poland;Cotoneaster watereri;Vascular plants;1;2017
Sea or Ocean;Cotoneaster watereri;Vascular plants;1;2021
Belgium;Cotoneaster zabelii;Vascular plants;2;2005
Sea or Ocean;Cotoneaster zabelii;Vascular plants;3;2010
Austria;Crassula helmsii;Vascular plants;5;2019
Belgium;Crassula helmsii;Vascular plants;3359;2004
France;Crassula helmsii;Vascular plants;8;2010
Germany;Crassula helmsii;Vascular plants;27;2006
Netherlands;Crassula helmsii;Vascular plants;1382;2000
Norway;Crassula helmsii;Vascular plants;2;2020
Sweden;Crassula helmsii;Vascular plants;9;2016
Switzerland;Crassula helmsii;Vascular plants;1;2021
United Kingdom;Crassula helmsii;Vascular plants;161;2004
Sea or Ocean;Crassula helmsii;Vascular plants;365;2003
Belgium;Crataegus pedicellata;Vascular plants;4;2010
Germany;Crataegus pedicellata;Vascular plants;3;2011
Netherlands;Crataegus pedicellata;Vascular plants;20;2009
Poland;Crataegus pedicellata;Vascular plants;1;2020
Belgium;Crepis bursifolia;Vascular plants;2;2020
France;Crepis bursifolia;Vascular plants;36;2015
Italy;Crepis bursifolia;Vascular plants;62;2016
Spain;Crepis bursifolia;Vascular plants;17;2018
Sea or Ocean;Crepis bursifolia;Vascular plants;21;2019
Austria;Crocosmia crocosmiiflora;Vascular plants;1;2020
Belgium;Crocosmia crocosmiiflora;Vascular plants;10;2019
Croatia;Crocosmia crocosmiiflora;Vascular plants;1;2021
Czech Republic;Crocosmia crocosmiiflora;Vascular plants;1;2020
Denmark;Crocosmia crocosmiiflora;Vascular plants;11;2020
Faroe Islands;Crocosmia crocosmiiflora;Vascular plants;4;2020
France;Crocosmia crocosmiiflora;Vascular plants;91;2008
Germany;Crocosmia crocosmiiflora;Vascular plants;13;2016
Ireland;Crocosmia crocosmiiflora;Vascular plants;109;2007
Isle of Man;Crocosmia crocosmiiflora;Vascular plants;5;2019
Italy;Crocosmia crocosmiiflora;Vascular plants;3;2020
Latvia;Crocosmia crocosmiiflora;Vascular plants;1;2020
Luxembourg;Crocosmia crocosmiiflora;Vascular plants;1;2021
Netherlands;Crocosmia crocosmiiflora;Vascular plants;9;2019
Norway;Crocosmia crocosmiiflora;Vascular plants;9;2005
Portugal;Crocosmia crocosmiiflora;Vascular plants;52;2011
Romania;Crocosmia crocosmiiflora;Vascular plants;1;2020
Slovakia;Crocosmia crocosmiiflora;Vascular plants;1;2020
Spain;Crocosmia crocosmiiflora;Vascular plants;170;2000
Sweden;Crocosmia crocosmiiflora;Vascular plants;65;1992
Switzerland;Crocosmia crocosmiiflora;Vascular plants;1;2021
United Kingdom;Crocosmia crocosmiiflora;Vascular plants;954;2007
Sea or Ocean;Crocosmia crocosmiiflora;Vascular plants;407;2004
Andorra;Crocus chrysanthus;Vascular plants;2;2021
Austria;Crocus chrysanthus;Vascular plants;6;2018
Belgium;Crocus chrysanthus;Vascular plants;15;2017
Czech Republic;Crocus chrysanthus;Vascular plants;9;2020
Denmark;Crocus chrysanthus;Vascular plants;2;2021
France;Crocus chrysanthus;Vascular plants;3;2019
Germany;Crocus chrysanthus;Vascular plants;40;2007
Greece;Crocus chrysanthus;Vascular plants;24;2015
Luxembourg;Crocus chrysanthus;Vascular plants;2;2021
Netherlands;Crocus chrysanthus;Vascular plants;75;2013
Norway;Crocus chrysanthus;Vascular plants;3;2015
Poland;Crocus chrysanthus;Vascular plants;5;2018
Romania;Crocus chrysanthus;Vascular plants;2;2020
Serbia;Crocus chrysanthus;Vascular plants;1;2019
Slovakia;Crocus chrysanthus;Vascular plants;1;2020
Sweden;Crocus chrysanthus;Vascular plants;183;1991
Switzerland;Crocus chrysanthus;Vascular plants;1;2021
United Kingdom;Crocus chrysanthus;Vascular plants;5;2014
Sea or Ocean;Crocus chrysanthus;Vascular plants;201;1992
Belgium;Crocus luteus;Vascular plants;3;2019
Croatia;Crocus luteus;Vascular plants;1;2020
Czech Republic;Crocus luteus;Vascular plants;1;2019
Denmark;Crocus luteus;Vascular plants;13;2020
Estonia;Crocus luteus;Vascular plants;1;2021
Finland;Crocus luteus;Vascular plants;1;2020
France;Crocus luteus;Vascular plants;8;2017
Germany;Crocus luteus;Vascular plants;38;2015
Lithuania;Crocus luteus;Vascular plants;2;2020
Luxembourg;Crocus luteus;Vascular plants;9;2020
Netherlands;Crocus luteus;Vascular plants;3;2019
Poland;Crocus luteus;Vascular plants;3;2020
Sweden;Crocus luteus;Vascular plants;970;1990
Switzerland;Crocus luteus;Vascular plants;2;2020
Ukraine;Crocus luteus;Vascular plants;1;2020
United Kingdom;Crocus luteus;Vascular plants;46;2015
Sea or Ocean;Crocus luteus;Vascular plants;728;1990
Austria;Crocus tommasinianus;Vascular plants;11;2009
Belgium;Crocus tommasinianus;Vascular plants;344;2008
Croatia;Crocus tommasinianus;Vascular plants;1;2018
Czech Republic;Crocus tommasinianus;Vascular plants;5;2012
Denmark;Crocus tommasinianus;Vascular plants;14;2019
France;Crocus tommasinianus;Vascular plants;29;2017
Germany;Crocus tommasinianus;Vascular plants;794;2007
Italy;Crocus tommasinianus;Vascular plants;7;2019
Luxembourg;Crocus tommasinianus;Vascular plants;5;2021
Montenegro;Crocus tommasinianus;Vascular plants;2;2021
Netherlands;Crocus tommasinianus;Vascular plants;1669;2005
Norway;Crocus tommasinianus;Vascular plants;3;2008
Poland;Crocus tommasinianus;Vascular plants;6;2018
Romania;Crocus tommasinianus;Vascular plants;1;2019
Slovakia;Crocus tommasinianus;Vascular plants;5;2017
Sweden;Crocus tommasinianus;Vascular plants;639;1992
Switzerland;Crocus tommasinianus;Vascular plants;29;2017
United Kingdom;Crocus tommasinianus;Vascular plants;333;2009
Sea or Ocean;Crocus tommasinianus;Vascular plants;708;1992
Andorra;Crocus vernus;Vascular plants;2;2021
Austria;Crocus vernus;Vascular plants;152;1990
Belarus;Crocus vernus;Vascular plants;6;2017
Belgium;Crocus vernus;Vascular plants;182;2005
Bosnia and Herzegovina;Crocus vernus;Vascular plants;2;2019
Bulgaria;Crocus vernus;Vascular plants;2;2019
Croatia;Crocus vernus;Vascular plants;16;2011
Czech Republic;Crocus vernus;Vascular plants;28;2016
Denmark;Crocus vernus;Vascular plants;26;2018
Estonia;Crocus vernus;Vascular plants;6;2020
Finland;Crocus vernus;Vascular plants;3;2021
France;Crocus vernus;Vascular plants;352;2007
Germany;Crocus vernus;Vascular plants;602;1998
Ireland;Crocus vernus;Vascular plants;3;2018
Italy;Crocus vernus;Vascular plants;426;1990
Liechtenstein;Crocus vernus;Vascular plants;2;2019
Lithuania;Crocus vernus;Vascular plants;7;2019
Luxembourg;Crocus vernus;Vascular plants;22;2017
Montenegro;Crocus vernus;Vascular plants;3;2007
Netherlands;Crocus vernus;Vascular plants;776;2003
Norway;Crocus vernus;Vascular plants;112;2005
Poland;Crocus vernus;Vascular plants;22;2007
Romania;Crocus vernus;Vascular plants;14;2011
Serbia;Crocus vernus;Vascular plants;7;2004
Slovakia;Crocus vernus;Vascular plants;5;2013
Slovenia;Crocus vernus;Vascular plants;56;2014
Spain;Crocus vernus;Vascular plants;8;2015
Sweden;Crocus vernus;Vascular plants;2206;1990
Switzerland;Crocus vernus;Vascular plants;343;1999
The former Yugoslav Republic of Macedonia;Crocus vernus;Vascular plants;1;2021
Ukraine;Crocus vernus;Vascular plants;3;2020
United Kingdom;Crocus vernus;Vascular plants;248;2005
Sea or Ocean;Crocus vernus;Vascular plants;1849;1990
Belarus;Cucurbita maxima;Vascular plants;4;2020
Belgium;Cucurbita maxima;Vascular plants;10;2011
Czech Republic;Cucurbita maxima;Vascular plants;37;2019
Germany;Cucurbita maxima;Vascular plants;13;2013
Greece;Cucurbita maxima;Vascular plants;2;2019
Italy;Cucurbita maxima;Vascular plants;1;2018
Netherlands;Cucurbita maxima;Vascular plants;12;2013
Poland;Cucurbita maxima;Vascular plants;2;2012
Slovakia;Cucurbita maxima;Vascular plants;4;2019
Sweden;Cucurbita maxima;Vascular plants;77;1998
Sea or Ocean;Cucurbita maxima;Vascular plants;30;2002
Austria;Cucurbita moschata;Vascular plants;1;2020
Belgium;Cucurbita moschata;Vascular plants;6;2014
France;Cucurbita moschata;Vascular plants;1;2019
Italy;Cucurbita moschata;Vascular plants;2;2020
Netherlands;Cucurbita moschata;Vascular plants;3;2016
Portugal;Cucurbita moschata;Vascular plants;1;2021
Spain;Cucurbita moschata;Vascular plants;2;2021
Sweden;Cucurbita moschata;Vascular plants;2;2006
Ukraine;Cucurbita moschata;Vascular plants;1;2019
Sea or Ocean;Cucurbita moschata;Vascular plants;4;2006
Austria;Cucurbita pepo;Vascular plants;7;2014
Belarus;Cucurbita pepo;Vascular plants;2;2020
Belgium;Cucurbita pepo;Vascular plants;212;2006
Bosnia and Herzegovina;Cucurbita pepo;Vascular plants;1;2019
Czech Republic;Cucurbita pepo;Vascular plants;45;2017
Denmark;Cucurbita pepo;Vascular plants;5;2020
Finland;Cucurbita pepo;Vascular plants;1;2020
France;Cucurbita pepo;Vascular plants;675;2015
Germany;Cucurbita pepo;Vascular plants;64;2002
Greece;Cucurbita pepo;Vascular plants;3;2019
Italy;Cucurbita pepo;Vascular plants;112;2015
Luxembourg;Cucurbita pepo;Vascular plants;6;2016
Netherlands;Cucurbita pepo;Vascular plants;143;1999
Norway;Cucurbita pepo;Vascular plants;7;2012
Poland;Cucurbita pepo;Vascular plants;2;2013
Portugal;Cucurbita pepo;Vascular plants;15;2010
Romania;Cucurbita pepo;Vascular plants;1;2020
Slovakia;Cucurbita pepo;Vascular plants;9;2018
Spain;Cucurbita pepo;Vascular plants;5;2017
Sweden;Cucurbita pepo;Vascular plants;1030;1991
Switzerland;Cucurbita pepo;Vascular plants;6;2019
Ukraine;Cucurbita pepo;Vascular plants;32;2011
United Kingdom;Cucurbita pepo;Vascular plants;12;2019
Sea or Ocean;Cucurbita pepo;Vascular plants;384;1994
Netherlands;Cuscuta epilinum;Vascular plants;18;2019
Sweden;Cuscuta epilinum;Vascular plants;11;1990
Germany;Cuscuta lupuliformis;Vascular plants;30;2010
Hungary;Cuscuta lupuliformis;Vascular plants;2;2009
Netherlands;Cuscuta lupuliformis;Vascular plants;923;1990
Poland;Cuscuta lupuliformis;Vascular plants;7;2012
Sea or Ocean;Cuscuta lupuliformis;Vascular plants;3;2010
Ukraine;Cuscuta monogyna;Vascular plants;3;2021
Sea or Ocean;Cuscuta monogyna;Vascular plants;12;2006
Austria;Cyclachaena xanthiifolia;Vascular plants;2;2020
Belarus;Cyclachaena xanthiifolia;Vascular plants;13;2018
Belgium;Cyclachaena xanthiifolia;Vascular plants;31;2006
Germany;Cyclachaena xanthiifolia;Vascular plants;24;2012
Netherlands;Cyclachaena xanthiifolia;Vascular plants;20;1990
Norway;Cyclachaena xanthiifolia;Vascular plants;1;2010
Poland;Cyclachaena xanthiifolia;Vascular plants;8;2021
Slovakia;Cyclachaena xanthiifolia;Vascular plants;1;2021
Sweden;Cyclachaena xanthiifolia;Vascular plants;74;1998
Ukraine;Cyclachaena xanthiifolia;Vascular plants;237;2008
Sea or Ocean;Cyclachaena xanthiifolia;Vascular plants;531;2001
Belgium;Cyclamen coum;Vascular plants;23;2015
Bulgaria;Cyclamen coum;Vascular plants;5;2020
Denmark;Cyclamen coum;Vascular plants;2;2021
France;Cyclamen coum;Vascular plants;11;2020
Germany;Cyclamen coum;Vascular plants;107;2002
Italy;Cyclamen coum;Vascular plants;2;2021
Luxembourg;Cyclamen coum;Vascular plants;4;2021
Netherlands;Cyclamen coum;Vascular plants;52;2011
Sweden;Cyclamen coum;Vascular plants;2;2021
Switzerland;Cyclamen coum;Vascular plants;8;2020
Ukraine;Cyclamen coum;Vascular plants;20;2005
United Kingdom;Cyclamen coum;Vascular plants;93;2010
Sea or Ocean;Cyclamen coum;Vascular plants;280;2006
Belgium;Cyclospermum leptophyllum;Vascular plants;2;2015
Germany;Cyclospermum leptophyllum;Vascular plants;2;2020
Italy;Cyclospermum leptophyllum;Vascular plants;3;2020
Portugal;Cyclospermum leptophyllum;Vascular plants;1;2020
Spain;Cyclospermum leptophyllum;Vascular plants;1;2021
Sweden;Cyclospermum leptophyllum;Vascular plants;8;2007
Sea or Ocean;Cyclospermum leptophyllum;Vascular plants;12;2018
Albania;Cynara cardunculus;Vascular plants;2;2017
Austria;Cynara cardunculus;Vascular plants;1;2020
Belgium;Cynara cardunculus;Vascular plants;24;2015
Croatia;Cynara cardunculus;Vascular plants;6;2019
Czech Republic;Cynara cardunculus;Vascular plants;1;2020
Denmark;Cynara cardunculus;Vascular plants;1;2020
France;Cynara cardunculus;Vascular plants;67;2007
Germany;Cynara cardunculus;Vascular plants;14;2012
Greece;Cynara cardunculus;Vascular plants;27;2006
Ireland;Cynara cardunculus;Vascular plants;3;2018
Italy;Cynara cardunculus;Vascular plants;82;2007
Malta;Cynara cardunculus;Vascular plants;5;2017
Netherlands;Cynara cardunculus;Vascular plants;30;2010
Portugal;Cynara cardunculus;Vascular plants;116;2009
Spain;Cynara cardunculus;Vascular plants;100;2008
Sweden;Cynara cardunculus;Vascular plants;4;2013
Switzerland;Cynara cardunculus;Vascular plants;7;2014
Ukraine;Cynara cardunculus;Vascular plants;6;2020
United Kingdom;Cynara cardunculus;Vascular plants;105;2017
Sea or Ocean;Cynara cardunculus;Vascular plants;311;2006
Belgium;Cynara scolymus;Vascular plants;34;2015
France;Cynara scolymus;Vascular plants;2;2012
Greece;Cynara scolymus;Vascular plants;3;2017
Italy;Cynara scolymus;Vascular plants;2;2019
Netherlands;Cynara scolymus;Vascular plants;7;2016
Spain;Cynara scolymus;Vascular plants;9;2011
Ukraine;Cynara scolymus;Vascular plants;7;2004
United Kingdom;Cynara scolymus;Vascular plants;2;2019
Sea or Ocean;Cynara scolymus;Vascular plants;4;2012
Belgium;Cynoglossum amabile;Vascular plants;38;2012
Denmark;Cynoglossum amabile;Vascular plants;5;2020
Finland;Cynoglossum amabile;Vascular plants;1;2021
France;Cynoglossum amabile;Vascular plants;5;2020
Germany;Cynoglossum amabile;Vascular plants;15;2014
Italy;Cynoglossum amabile;Vascular plants;2;2018
Netherlands;Cynoglossum amabile;Vascular plants;69;2011
Norway;Cynoglossum amabile;Vascular plants;1;2015
Sweden;Cynoglossum amabile;Vascular plants;79;1990
Switzerland;Cynoglossum amabile;Vascular plants;4;2020
United Kingdom;Cynoglossum amabile;Vascular plants;15;2019
Sea or Ocean;Cynoglossum amabile;Vascular plants;24;2001
Belgium;Cyperus alternifolius;Vascular plants;3;2011
France;Cyperus alternifolius;Vascular plants;1;2019
Germany;Cyperus alternifolius;Vascular plants;1;2019
Netherlands;Cyperus alternifolius;Vascular plants;2;2021
Spain;Cyperus alternifolius;Vascular plants;2;2017
Sweden;Cyperus alternifolius;Vascular plants;17;2000
Sea or Ocean;Cyperus alternifolius;Vascular plants;7;2014
Belgium;Cytisus striatus;Vascular plants;16;2012
France;Cytisus striatus;Vascular plants;14;2019
Germany;Cytisus striatus;Vascular plants;1;2014
Netherlands;Cytisus striatus;Vascular plants;3;2015
Portugal;Cytisus striatus;Vascular plants;210;2010
Spain;Cytisus striatus;Vascular plants;179;1998
Sea or Ocean;Cytisus striatus;Vascular plants;38;2002
Belgium;Daboecia cantabrica;Vascular plants;4;2012
France;Daboecia cantabrica;Vascular plants;146;1996
Germany;Daboecia cantabrica;Vascular plants;1;2015
Ireland;Daboecia cantabrica;Vascular plants;24;1993
Netherlands;Daboecia cantabrica;Vascular plants;17;2010
Portugal;Daboecia cantabrica;Vascular plants;37;2008
Spain;Daboecia cantabrica;Vascular plants;762;2000
United Kingdom;Daboecia cantabrica;Vascular plants;14;2015
Sea or Ocean;Daboecia cantabrica;Vascular plants;137;2006
United Kingdom;Dactylorhiza grandis;Vascular plants;22;2010
Sea or Ocean;Dactylorhiza grandis;Vascular plants;1;2020
Ireland;Dahlia coccinea;Vascular plants;1;2021
Netherlands;Dahlia coccinea;Vascular plants;1;2020
Belgium;Danae racemosa;Vascular plants;8;2015
France;Danae racemosa;Vascular plants;6;2019
Italy;Danae racemosa;Vascular plants;7;2019
United Kingdom;Danae racemosa;Vascular plants;4;2019
Belgium;Darmera peltata;Vascular plants;17;2013
Czech Republic;Darmera peltata;Vascular plants;8;2018
France;Darmera peltata;Vascular plants;68;2018
Germany;Darmera peltata;Vascular plants;5;2014
Ireland;Darmera peltata;Vascular plants;7;2018
Netherlands;Darmera peltata;Vascular plants;21;2013
Sweden;Darmera peltata;Vascular plants;18;2012
Switzerland;Darmera peltata;Vascular plants;1;2020
United Kingdom;Darmera peltata;Vascular plants;96;2012
Sea or Ocean;Darmera peltata;Vascular plants;56;1997
Austria;Datura innoxia;Vascular plants;1;2021
Belarus;Datura innoxia;Vascular plants;6;2020
Belgium;Datura innoxia;Vascular plants;19;2006
Croatia;Datura innoxia;Vascular plants;7;2014
Czech Republic;Datura innoxia;Vascular plants;9;2018
Denmark;Datura innoxia;Vascular plants;1;2018
France;Datura innoxia;Vascular plants;16;2018
Germany;Datura innoxia;Vascular plants;4;2011
Greece;Datura innoxia;Vascular plants;19;2015
Hungary;Datura innoxia;Vascular plants;3;2013
Italy;Datura innoxia;Vascular plants;7;2018
Netherlands;Datura innoxia;Vascular plants;21;1999
Norway;Datura innoxia;Vascular plants;1;2012
Portugal;Datura innoxia;Vascular plants;4;2016
Romania;Datura innoxia;Vascular plants;1;2021
Serbia;Datura innoxia;Vascular plants;2;2019
Slovakia;Datura innoxia;Vascular plants;2;2018
Slovenia;Datura innoxia;Vascular plants;1;2018
Spain;Datura innoxia;Vascular plants;49;2010
Sweden;Datura innoxia;Vascular plants;229;1996
Ukraine;Datura innoxia;Vascular plants;67;2019
