"species";"Region";"LifeForm";"off_FirstRec";"count";"firstRec";"phylum";"class";"timeLag";"eu_status";"google";"scopus";"EASIN_Id";"Status";"TER";"FRW";"MAR";"EST";"habitat";"worst_100_world_ISSG";"worst_100_Europe_DAISIE";"mentioned_in_EU_quarantine_species";"partly_native";"obsEffort_LF";"ResearchEffort";"nOccTotSp";"obsInNeigborCountryBefore";"google_country_porc";"google_country_tot"
"Gaillardia aristata";"Belarus";"Vascular plants";NA;6;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";4484;155;"R06485";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";46462;1;28;NA;0;0
"Gaillardia aristata";"Belgium";"Vascular plants";NA;3;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";4484;155;"R06485";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;28;NA;0;0
"Gaillardia aristata";"Czech Republic";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";4484;155;"R06485";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;25;28;NA;0;0
"Gaillardia aristata";"France";"Vascular plants";2014;3;2014;"Tracheophyta";"Magnoliopsida";0;"NO";4484;155;"R06485";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;28;TRUE;31;1390.04
"Gaillardia aristata";"Germany";"Vascular plants";NA;8;2010;"Tracheophyta";"Magnoliopsida";NA;"NO";4484;155;"R06485";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;28;NA;54;2421.36
"Gaillardia aristata";"Italy";"Vascular plants";NA;1;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";4484;155;"R06485";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;161;28;NA;51;2286.84
"Gaillardia aristata";"Poland";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";4484;155;"R06485";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";147169;16;28;NA;0;0
"Gaillardia aristata";"Ukraine";"Vascular plants";NA;5;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";4484;155;"R06485";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";146355;6;28;NA;0;0
"Galanthus nivalis";"Albania";"Vascular plants";NA;1;2021;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2476;54;37815;NA;0;0
"Galanthus nivalis";"Andorra";"Vascular plants";NA;2;2021;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";779;1;37815;NA;0;0
"Galanthus nivalis";"Austria";"Vascular plants";NA;445;2005;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";405467;37;37815;NA;24;1292.64
"Galanthus nivalis";"Belarus";"Vascular plants";NA;10;2021;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46462;1;37815;NA;0;0
"Galanthus nivalis";"Belgium";"Vascular plants";2014;4103;1990;"Tracheophyta";"Liliopsida";-24;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;483;37815;TRUE;100;5386
"Galanthus nivalis";"Bosnia and Herzegovina";"Vascular plants";NA;12;2016;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";9027;14;37815;NA;0;0
"Galanthus nivalis";"Bulgaria";"Vascular plants";NA;6;2019;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14218;7;37815;NA;0;0
"Galanthus nivalis";"Croatia";"Vascular plants";NA;78;2003;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40792;19;37815;NA;0;0
"Galanthus nivalis";"Czech Republic";"Vascular plants";NA;799;1995;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";391053;25;37815;NA;65;3500.9
"Galanthus nivalis";"Denmark";"Vascular plants";NA;462;2001;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";63407;15;37815;NA;54;2908.44
"Galanthus nivalis";"Estonia";"Vascular plants";NA;39;2017;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7196;5;37815;NA;0;0
"Galanthus nivalis";"Finland";"Vascular plants";NA;49;2018;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";81315;1;37815;NA;0;0
"Galanthus nivalis";"France";"Vascular plants";NA;1636;2003;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;37815;NA;29;1561.94
"Galanthus nivalis";"Germany";"Vascular plants";NA;6970;1990;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;48;37815;NA;43;2315.98
"Galanthus nivalis";"Greece";"Vascular plants";NA;8;2018;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;142;37815;NA;0;0
"Galanthus nivalis";"Hungary";"Vascular plants";NA;68;2006;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";36958;17;37815;NA;44;2369.84
"Galanthus nivalis";"Ireland";"Vascular plants";NA;3;2018;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";26889;13;37815;NA;0;0
"Galanthus nivalis";"Italy";"Vascular plants";NA;949;2002;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;161;37815;NA;31;1669.66
"Galanthus nivalis";"Latvia";"Vascular plants";NA;11;2018;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";6060;6;37815;NA;0;0
"Galanthus nivalis";"Liechtenstein";"Vascular plants";NA;1;2019;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2000;1;37815;NA;0;0
"Galanthus nivalis";"Lithuania";"Vascular plants";NA;107;2005;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40458;4;37815;NA;0;0
"Galanthus nivalis";"Luxembourg";"Vascular plants";NA;436;2009;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";37577;1;37815;NA;0;0
"Galanthus nivalis";"Macedonia";"Vascular plants";NA;2;2019;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2784;2;37815;NA;0;0
"Galanthus nivalis";"Moldova";"Vascular plants";NA;3;2010;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1828;1;37815;NA;0;0
"Galanthus nivalis";"Montenegro";"Vascular plants";NA;8;2018;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";5319;2;37815;NA;0;0
"Galanthus nivalis";"Netherlands";"Vascular plants";NA;8172;1990;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;29;37815;NA;56;3016.16
"Galanthus nivalis";"Norway";"Vascular plants";NA;307;2000;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1755502;75;37815;NA;0;0
"Galanthus nivalis";"Poland";"Vascular plants";NA;387;2004;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";147169;16;37815;NA;21;1131.06
"Galanthus nivalis";"Romania";"Vascular plants";NA;48;2007;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";31057;3;37815;NA;62;3339.32
"Galanthus nivalis";"Sea";"Vascular plants";NA;4901;1990;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4202690;NA;37815;FALSE;NA;NA
"Galanthus nivalis";"Serbia";"Vascular plants";NA;24;2004;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14179;38;37815;NA;0;0
"Galanthus nivalis";"Slovakia";"Vascular plants";NA;67;2006;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";84761;19;37815;NA;14;754.04
"Galanthus nivalis";"Slovenia";"Vascular plants";NA;98;2018;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";38312;46;37815;NA;58;3123.88
"Galanthus nivalis";"Spain";"Vascular plants";NA;77;2008;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;113;37815;NA;18;969.48
"Galanthus nivalis";"Sweden";"Vascular plants";NA;5217;1990;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7997425;25;37815;NA;80;4308.8
"Galanthus nivalis";"Switzerland";"Vascular plants";NA;284;2009;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";453426;11;37815;NA;79;4254.94
"Galanthus nivalis";"Ukraine";"Vascular plants";NA;117;2005;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";146355;6;37815;NA;0;0
"Galanthus nivalis";"United Kingdom";"Vascular plants";NA;1908;1993;"Tracheophyta";"Liliopsida";NA;"NO";5386;2443;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;99;37815;NA;62;3339.32
"Galanthus plicatus";"Belgium";"Vascular plants";2015;4;2017;"Tracheophyta";"Liliopsida";2;"NO";1862;88;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;483;1153;TRUE;0;0
"Galanthus plicatus";"France";"Vascular plants";NA;1;2019;"Tracheophyta";"Liliopsida";NA;"NO";1862;88;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;1153;NA;0;0
"Galanthus plicatus";"Germany";"Vascular plants";NA;9;2014;"Tracheophyta";"Liliopsida";NA;"NO";1862;88;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;48;1153;NA;100;1862
"Galanthus plicatus";"Netherlands";"Vascular plants";NA;12;2015;"Tracheophyta";"Liliopsida";NA;"NO";1862;88;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;29;1153;NA;0;0
"Galanthus plicatus";"Romania";"Vascular plants";NA;12;2019;"Tracheophyta";"Liliopsida";NA;"NO";1862;88;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";31057;3;1153;NA;82;1526.84
"Galanthus plicatus";"Sea";"Vascular plants";NA;395;2010;"Tracheophyta";"Liliopsida";NA;"NO";1862;88;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4202690;NA;1153;FALSE;NA;NA
"Galanthus plicatus";"Ukraine";"Vascular plants";NA;716;2009;"Tracheophyta";"Liliopsida";NA;"NO";1862;88;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";146355;6;1153;NA;0;0
"Galanthus plicatus";"United Kingdom";"Vascular plants";NA;4;2010;"Tracheophyta";"Liliopsida";NA;"NO";1862;88;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;99;1153;FALSE;79;1470.98
"Galanthus woronowii";"Austria";"Vascular plants";2015;10;2020;"Tracheophyta";"Liliopsida";5;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";405467;37;1008;TRUE;0;0
"Galanthus woronowii";"Belgium";"Vascular plants";2015;37;2010;"Tracheophyta";"Liliopsida";-5;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;483;1008;TRUE;0;0
"Galanthus woronowii";"Czech Republic";"Vascular plants";NA;2;2017;"Tracheophyta";"Liliopsida";NA;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";391053;25;1008;NA;0;0
"Galanthus woronowii";"France";"Vascular plants";NA;1;2012;"Tracheophyta";"Liliopsida";NA;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;1008;NA;7;131.81
"Galanthus woronowii";"Germany";"Vascular plants";NA;41;2013;"Tracheophyta";"Liliopsida";NA;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;48;1008;NA;48;903.84
"Galanthus woronowii";"Ireland";"Vascular plants";NA;3;2017;"Tracheophyta";"Liliopsida";NA;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";26889;13;1008;NA;0;0
"Galanthus woronowii";"Luxembourg";"Vascular plants";NA;2;2018;"Tracheophyta";"Liliopsida";NA;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";37577;1;1008;NA;0;0
"Galanthus woronowii";"Netherlands";"Vascular plants";NA;412;2007;"Tracheophyta";"Liliopsida";NA;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;29;1008;NA;0;0
"Galanthus woronowii";"Sea";"Vascular plants";NA;312;1993;"Tracheophyta";"Liliopsida";NA;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4202690;NA;1008;FALSE;NA;NA
"Galanthus woronowii";"Sweden";"Vascular plants";NA;154;1993;"Tracheophyta";"Liliopsida";NA;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7997425;25;1008;FALSE;0;0
"Galanthus woronowii";"Switzerland";"Vascular plants";NA;3;2019;"Tracheophyta";"Liliopsida";NA;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";453426;11;1008;NA;0;0
"Galanthus woronowii";"United Kingdom";"Vascular plants";NA;31;2007;"Tracheophyta";"Liliopsida";NA;"NO";1883;87;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;99;1008;NA;100;1883
"Gammarus tigrinus";"Belgium";"Crustaceans";NA;16;2011;"Arthropoda";"Malacostraca";NA;"NO";0;587;"R06581";"A";0;1;0;0;"Freshwater";"NO";"NO";"NO";"NO";1606;483;NA;NA;0;0
"Gammarus tigrinus";"Germany";"Crustaceans";NA;5;2010;"Arthropoda";"Malacostraca";NA;"NO";0;587;"R06581";"A";0;1;0;0;"Freshwater";"NO";"NO";"NO";"NO";5198;48;NA;NA;0;0
"Gammarus tigrinus";"Latvia";"Crustaceans";2013;NA;NA;"Arthropoda";"Malacostraca";NA;"NO";0;587;"R06581";"A";0;1;0;0;"Freshwater";"NO";"NO";"NO";"NO";15;6;NA;FALSE;0;0
"Gammarus tigrinus";"Netherlands";"Crustaceans";NA;60;2008;"Arthropoda";"Malacostraca";NA;"NO";0;587;"R06581";"A";0;1;0;0;"Freshwater";"NO";"NO";"NO";"NO";13990;29;NA;NA;0;0
"Gammarus tigrinus";"Norway";"Crustaceans";NA;1;2018;"Arthropoda";"Malacostraca";NA;"NO";0;587;"R06581";"A";0;1;0;0;"Freshwater";"NO";"NO";"NO";"NO";2501;75;NA;NA;0;0
"Gammarus tigrinus";"Poland";"Crustaceans";NA;2;2011;"Arthropoda";"Malacostraca";NA;"NO";0;587;"R06581";"A";0;1;0;0;"Freshwater";"NO";"NO";"NO";"NO";192;16;NA;NA;0;0
"Gammarus tigrinus";"Sea";"Crustaceans";NA;7;2010;"Arthropoda";"Malacostraca";NA;"NO";0;587;"R06581";"A";0;1;0;0;"Freshwater";"NO";"NO";"NO";"NO";70968;NA;NA;FALSE;NA;NA
"Gammarus tigrinus";"Sweden";"Crustaceans";NA;2;2016;"Arthropoda";"Malacostraca";NA;"NO";0;587;"R06581";"A";0;1;0;0;"Freshwater";"NO";"NO";"NO";"NO";11339;25;NA;NA;0;0
"Gammogobius steinitzi";"Sea";"Fishes";NA;17;2012;"Chordata";"Actinopterygii";NA;"NO";0;43;NA;NA;0;0;1;0;"Marine";"NO";"NO";"NO";"YES";108334;NA;NA;FALSE;NA;NA
"Gammogobius steinitzi";"Ukraine";"Fishes";2012;NA;NA;"Chordata";"Actinopterygii";NA;"NO";0;43;NA;NA;0;0;1;0;"Marine";"NO";"NO";"NO";"YES";252;6;NA;FALSE;0;0
"Gazania rigens";"Bosnia and Herzegovina";"Vascular plants";NA;6;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";9027;14;NA;NA;0;0
"Gazania rigens";"Croatia";"Vascular plants";NA;36;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";40792;19;NA;NA;0;0
"Gazania rigens";"Cyprus";"Vascular plants";2016;NA;NA;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;107;NA;FALSE;0;0
"Gazania rigens";"France";"Vascular plants";NA;2181;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;NA;NA;38;1310.24
"Gazania rigens";"Germany";"Vascular plants";NA;3;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;NA;NA;25;862
"Gazania rigens";"Greece";"Vascular plants";NA;4;2015;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";46853;142;NA;NA;8;275.84
"Gazania rigens";"Hungary";"Vascular plants";NA;2;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";36958;17;NA;NA;0;0
"Gazania rigens";"Italy";"Vascular plants";NA;108;2015;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;161;NA;NA;40;1379.2
"Gazania rigens";"Macedonia";"Vascular plants";NA;7;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2784;2;NA;NA;0;0
"Gazania rigens";"Malta";"Vascular plants";NA;3;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";632;5;NA;FALSE;0;0
"Gazania rigens";"Montenegro";"Vascular plants";NA;2;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";5319;2;NA;NA;0;0
"Gazania rigens";"Netherlands";"Vascular plants";NA;1;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;29;NA;NA;17;586.16
"Gazania rigens";"Portugal";"Vascular plants";NA;151;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";107614;81;NA;NA;35;1206.8
"Gazania rigens";"Sea";"Vascular plants";NA;469;2008;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4202690;NA;NA;FALSE;NA;NA
"Gazania rigens";"Serbia";"Vascular plants";NA;20;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";14179;38;NA;NA;0;0
"Gazania rigens";"Slovenia";"Vascular plants";NA;14;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";38312;46;NA;NA;0;0
"Gazania rigens";"Spain";"Vascular plants";NA;730;2005;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";713438;113;NA;NA;40;1379.2
"Gazania rigens";"Switzerland";"Vascular plants";NA;4;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;11;NA;NA;0;0
"Gazania rigens";"United Kingdom";"Vascular plants";NA;304;2007;"Tracheophyta";"Magnoliopsida";NA;"NO";3448;174;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;99;NA;NA;11;379.28
"Gelidium vagum";"Netherlands";"Algae";2010;NA;NA;"Rhodophyta";"Florideophyceae";NA;"NO";0;116;"R17504";"A";0;0;1;0;"Marine";"NO";"NO";"NO";"NO";17779;29;NA;FALSE;0;0
"Geranium maderense";"France";"Vascular plants";2012;1;2021;"Tracheophyta";"Magnoliopsida";9;"NO";3906;5;"R06676";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;65;FALSE;20;781.2
"Geranium maderense";"Portugal";"Vascular plants";NA;6;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";3906;5;"R06676";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";107614;81;65;FALSE;0;0
"Geranium maderense";"Sea";"Vascular plants";NA;13;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";3906;5;"R06676";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4202690;NA;65;FALSE;NA;NA
"Geranium maderense";"United Kingdom";"Vascular plants";NA;45;2007;"Tracheophyta";"Magnoliopsida";NA;"NO";3906;5;"R06676";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;99;65;FALSE;100;3906
"Geranium psilostemon";"Belgium";"Vascular plants";2013;2;2013;"Tracheophyta";"Magnoliopsida";0;"NO";2586;10;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;483;98;TRUE;0;0
"Geranium psilostemon";"Germany";"Vascular plants";NA;2;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";2586;10;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;48;98;NA;35;905.1
"Geranium psilostemon";"Netherlands";"Vascular plants";NA;4;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";2586;10;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;29;98;NA;100;2586
"Geranium psilostemon";"Sea";"Vascular plants";NA;2;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";2586;10;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4202690;NA;98;FALSE;NA;NA
"Geranium psilostemon";"Sweden";"Vascular plants";NA;9;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";2586;10;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";7997425;25;98;FALSE;0;0
"Geranium psilostemon";"United Kingdom";"Vascular plants";NA;79;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";2586;10;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;99;98;FALSE;69;1784.34
"Geum convallis";"United Kingdom";"Vascular plants";2011;NA;NA;"Tracheophyta";"Magnoliopsida";NA;"NO";0;1;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;99;NA;FALSE;0;0
"Ginkgo biloba";"Austria";"Vascular plants";NA;21;2016;"Tracheophyta";"Ginkgoopsida";NA;"NO";18186;43348;"R06736";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";405467;37;924;NA;9;1636.74
"Ginkgo biloba";"Belgium";"Vascular plants";2011;14;2005;"Tracheophyta";"Ginkgoopsida";-6;"NO";18186;43348;"R06736";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;924;TRUE;26;4728.36
"Ginkgo biloba";"Bosnia and Herzegovina";"Vascular plants";NA;1;2021;"Tracheophyta";"Ginkgoopsida";NA;"NO";18186;43348;"R06736";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";9027;14;924;NA;0;0
"Ginkgo biloba";"Croatia";"Vascular plants";NA;3;2018;"Tracheophyta";"Ginkgoopsida";NA;"NO";18186;43348;"R06736";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";40792;19;924;NA;0;0
"Ginkgo biloba";"Czech Republic";"Vascular plants";NA;29;2014;"Tracheophyta";"Ginkgoopsida";NA;"NO";18186;43348;"R06736";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;25;924;NA;33;6001.38
"Ginkgo biloba";"Denmark";"Vascular plants";NA;35;2019;"Tracheophyta";"Ginkgoopsida";NA;"NO";18186;43348;"R06736";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";63407;15;924;NA;18;3273.48
"Ginkgo biloba";"France";"Vascular plants";NA;55;2017;"Tracheophyta";"Ginkgoopsida";NA;"NO";18186;43348;"R06736";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;924;NA;24;4364.64
"Ginkgo biloba";"Germany";"Vascular plants";NA;429;2005;"Tracheophyta";"Ginkgoopsida";NA;"NO";18186;43348;"R06736";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;924;NA;9;1636.74
"Ginkgo biloba";"Hungary";"Vascular plants";NA;2;2020;"Tracheophyta";"Ginkgoopsida";NA;"NO";18186;43348;"R06736";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";36958;17;924;NA;60;10911.6
