"","species","Region","LifeForm","off_FirstRec","count","firstRec","phylum","class","timeLag","eu_status","google","scopus","EASIN_Id.x","Status.x","TER.x","FRW.x","MAR.x","EST.x","habitat","worst_100_world_ISSG","worst_100_Europe_DAISIE","mentioned_in_EU_quarantine_species","partly_native","obsEffort_LF","ResearchEffort","nOccTotSp","obsInNeigborCountryBefore","google_country_porc","google_country_tot","EASIN_Id.y","Status.y","TER.y","FRW.y","MAR.y","EST.y","Kingdom","Phylum","Class","Order","Family"
"179","Corythucha arcuata","Austria","Insects",2019,14,2019,"Arthropoda","Insecta",0,"NO",1078,97,"R04152","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",122100,44,NA,TRUE,0,0,"R04152","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Tingidae"
"180","Corythucha arcuata","Romania","Insects",2016,68,2017,"Arthropoda","Insecta",1,"NO",1078,97,"R04152","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",11945,3,NA,TRUE,47,506.66,"R04152","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Tingidae"
"181","Cosmos sulphureus","Belgium","Vascular plants",2015,135,2015,"Tracheophyta","Magnoliopsida",0,"NO",3203,231,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,312,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Cosmos sulphureus","France","Vascular plants",2011,31,2017,"Tracheophyta","Magnoliopsida",6,"NO",3203,231,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,312,FALSE,19,608.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Cotoneaster ambiguus","Belgium","Vascular plants",2010,5,2010,"Tracheophyta","Magnoliopsida",0,"NO",0,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,5,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Cotoneaster ascendens","Belgium","Vascular plants",2010,10,2011,"Tracheophyta","Magnoliopsida",1,"NO",0,1,"R04178","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,79,FALSE,0,0,"R04178","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"185","Cotoneaster bullatus","Belgium","Vascular plants",2010,43,2008,"Tracheophyta","Magnoliopsida",-2,"NO",1832,17,"R04183","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,NA,TRUE,0,0,"R04183","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"186","Cotoneaster conspicuus","Belgium","Vascular plants",2010,1,2015,"Tracheophyta","Magnoliopsida",5,"NO",0,2,"R04188","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1,FALSE,0,0,"R04188","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"187","Cotoneaster coriaceus","Belgium","Vascular plants",2010,7,2010,"Tracheophyta","Magnoliopsida",0,"NO",1195,2,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,2106,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Cotoneaster divaricatus","Czech Republic","Vascular plants",2010,6,2020,"Tracheophyta","Magnoliopsida",10,"NO",1106,14,"R04194","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",391053,28,NA,TRUE,0,0,"R04194","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"189","Cotoneaster hylmoei","Belgium","Vascular plants",2011,1,2013,"Tracheophyta","Magnoliopsida",2,"NO",0,0,"R04209","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1,FALSE,0,0,"R04209","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"190","Cotoneaster mairei","Belgium","Vascular plants",2010,1,2011,"Tracheophyta","Magnoliopsida",1,"NO",0,3,"R04221","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1,FALSE,0,0,"R04221","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"191","Cotoneaster qungbixiensis","Belgium","Vascular plants",2011,1,2013,"Tracheophyta","Magnoliopsida",2,"NO",0,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Cotoneaster zabelii","Belgium","Vascular plants",2010,2,2005,"Tracheophyta","Magnoliopsida",-5,"NO",0,12,"R04258","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,5,FALSE,0,0,"R04258","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"193","Crangon crangon","Norway","Crustaceans",2012,12,2013,"Arthropoda","Malacostraca",1,"NO",3982,6564,NA,NA,0,0,1,0,"Marine","NO","NO","NO","YES",2501,76,1584,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Crangonyx pseudogracilis","Portugal","Crustaceans",2011,1,2020,"Arthropoda","Malacostraca",9,"NO",0,255,"R04285","A",0,1,0,0,"Freshwater","NO","NO","NO","NO",632,83,NA,FALSE,0,0,"R04285","A","0","1","0","0","Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae"
"195","Crassula helmsii","Sweden","Vascular plants",2010,9,2016,"Tracheophyta","Magnoliopsida",6,"NO",2653,238,"R04306","A",1,1,0,0,"Freshwater_Terrestrial","NO","YES","NO","NO",7997425,26,5319,FALSE,0,0,"R04306","A","1","1","0","0","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae"
"196","Crassula natans","New Zealand","Vascular plants",2011,1,2015,"Tracheophyta","Magnoliopsida",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Crataegus pedicellata","Belgium","Vascular plants",2010,4,2010,"Tracheophyta","Magnoliopsida",0,"NO",1490,24,"R04335","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,28,TRUE,0,0,"R04335","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae"
"198","Crepis bursifolia","Belgium","Vascular plants",2016,2,2020,"Tracheophyta","Magnoliopsida",4,"NO",948,8,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,138,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Crinifer zonurus","Belgium","Birds",2017,1,2017,"Chordata","Aves",0,"NO",0,0,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Crocosmia crocosmiiflora","Belgium","Vascular plants",2013,10,2019,"Tracheophyta","Liliopsida",6,"NO",2045,84,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1920,TRUE,18,368.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Crocus chrysanthus","Belgium","Vascular plants",2013,15,2017,"Tracheophyta","Liliopsida",4,"NO",3204,70,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,580,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Crocus luteus","Belgium","Vascular plants",2013,3,2019,"Tracheophyta","Liliopsida",6,"NO",0,63,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1830,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Crocus tommasinianus","Italy","Vascular plants",2014,7,2019,"Tracheophyta","Liliopsida",5,"NO",2339,12,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",967299,162,4605,TRUE,20,467.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Ctenolepisma longicaudatum","United Kingdom","Insects",2014,22,2019,"Arthropoda","Insecta",5,"NO",251,13,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",6320677,102,1126,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Ctenoplusia limbirena","New Zealand","Insects",2011,159,2011,"Arthropoda","Insecta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,159,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Cucurbita maxima","Belgium","Vascular plants",2017,10,2011,"Tracheophyta","Magnoliopsida",-6,"NO",6723,9591,"R04540","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,192,TRUE,24,1613.52,"R04540","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Violales","Cucurbitaceae"
"207","Cucurbita moschata","Belgium","Vascular plants",2014,6,2014,"Tracheophyta","Magnoliopsida",0,"NO",4860,5091,"R04541","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,23,FALSE,0,0,"R04541","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Violales","Cucurbitaceae"
"208","Cyanoramphus novaezelandiae","Belgium","Birds",2013,5,2005,"Chordata","Aves",-8,"NO",1147,180,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,10,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Cyclachaena xanthiifolia","Belgium","Vascular plants",2015,31,2006,"Tracheophyta","Magnoliopsida",-9,"NO",100,10,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,942,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Cyclamen coum","Belgium","Vascular plants",2011,23,2015,"Tracheophyta","Magnoliopsida",4,"NO",4645,133,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,609,TRUE,50,2322.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Cydalima perspectalis","Croatia","Insects",2012,59,2015,"Arthropoda","Insecta",3,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",13442,19,NA,TRUE,0,0,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"212","Cydalima perspectalis","Slovakia","Insects",2011,23,2013,"Arthropoda","Insecta",2,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",7382,19,NA,FALSE,0,0,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"213","Cydalima perspectalis","Bulgaria","Insects",2013,46,2015,"Arthropoda","Insecta",2,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",15172,8,NA,TRUE,0,0,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"214","Cydalima perspectalis","Serbia","Insects",2014,23,2016,"Arthropoda","Insecta",2,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",11129,54,NA,TRUE,0,0,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"215","Cydalima perspectalis","Italy","Insects",2011,698,2012,"Arthropoda","Insecta",1,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,NA,TRUE,25,590.75,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"216","Cydalima perspectalis","Romania","Insects",2011,57,2016,"Arthropoda","Insecta",5,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",11945,3,NA,FALSE,0,0,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"217","Cydalima perspectalis","Denmark","Insects",2013,84,2013,"Arthropoda","Insecta",0,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",771382,18,NA,TRUE,0,0,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"218","Cydalima perspectalis","Greece","Insects",2014,26,2015,"Arthropoda","Insecta",1,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",41715,144,NA,TRUE,0,0,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"219","Cydalima perspectalis","Belgium","Insects",2010,20590,2010,"Arthropoda","Insecta",0,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",482504,480,NA,TRUE,67,1583.21,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"220","Cydalima perspectalis","Slovenia","Insects",2011,36,2016,"Arthropoda","Insecta",5,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",20810,45,NA,FALSE,0,0,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"221","Cydalima perspectalis","Hungary","Insects",2011,43,2014,"Arthropoda","Insecta",3,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",15818,18,NA,FALSE,0,0,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"222","Cydalima perspectalis","Czech Republic","Insects",2011,474,2016,"Arthropoda","Insecta",5,"consideration",2363,165,"R05027","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",47792,28,NA,TRUE,0,0,"R05027","A","1","0","0","0","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae"
"223","Cygnus melancoryphus","Portugal","Birds",2014,1,2006,"Chordata","Aves",-8,"NO",0,118,"R04644","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",4044501,83,79,FALSE,0,0,"R04644","A","1","0","0","0","Animalia","Chordata","Aves","Anseriformes","Anatidae"
"224","Cynara cardunculus","Belgium","Vascular plants",2015,24,2015,"Tracheophyta","Magnoliopsida",0,"NO",4764,6159,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,912,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Cynara scolymus","Belgium","Vascular plants",2015,34,2015,"Tracheophyta","Magnoliopsida",0,"NO",2875,6565,"R04682","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,NA,TRUE,26,747.5,"R04682","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae"
"226","Cynoglossum amabile","Belgium","Vascular plants",2011,38,2012,"Tracheophyta","Magnoliopsida",1,"NO",2652,69,"R04686","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,258,FALSE,0,0,"R04686","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Boraginaceae"
"227","Cynomys ludovicianus","Italy","Mammals",2011,2,2011,"Chordata","Mammalia",0,"NO",1268,2316,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",21214,162,10,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Cyrtaspis scutata","Austria","Insects",2018,1,2018,"Arthropoda","Insecta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122100,44,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Daboecia cantabrica","Belgium","Vascular plants",2012,4,2012,"Tracheophyta","Magnoliopsida",0,"NO",2103,79,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1142,TRUE,58,1219.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Danae racemosa","Belgium","Vascular plants",2015,8,2015,"Tracheophyta","Liliopsida",0,"NO",2586,79,"R04812","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,25,FALSE,0,0,"R04812","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Ruscaceae"
"231","Darmera peltata","Belgium","Vascular plants",2011,17,2013,"Tracheophyta","Magnoliopsida",2,"NO",4741,11,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,297,FALSE,63,2986.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Datura innoxia","Serbia","Vascular plants",2013,2,2019,"Tracheophyta","Magnoliopsida",6,"NO",2729,3341,"R04851","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",14179,54,694,FALSE,0,0,"R04851","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae"
"233","Decaisnea insignis","Belgium","Vascular plants",2015,2,2015,"Tracheophyta","Magnoliopsida",0,"NO",0,65,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,3,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Delosperma cooperi","Belgium","Vascular plants",2018,16,2014,"Tracheophyta","Magnoliopsida",-4,"NO",4620,48,"R04881","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,91,TRUE,30,1386,"R04881","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae"
"235","Diadema setosum","Greece","Invertebrates (excl. Arthropods, Molluscs)",2010,10,2017,"Echinodermata","Echinoidea",7,"NO",3701,671,"R16608","A",0,0,1,0,"Marine","NO","NO","NO","NO",386,144,NA,FALSE,12,444.12,"R16608","A","0","0","1","0","Animalia","Echinodermata","Echinoidea","Diadematoida","Diadematidae"
"236","Diadumene lineata","Denmark","Invertebrates (excl. Arthropods, Molluscs)",2017,7,2019,"Cnidaria","Anthozoa",2,"NO",718,60,"R17485","A",0,0,1,0,"Marine","NO","NO","NO","NO",365,18,79,FALSE,0,0,"R17485","A","0","0","1","0","Animalia","Cnidaria","Anthozoa","Actiniaria","Haliplanellidae"
"237","Dianthus deltoides","Iceland","Vascular plants",2010,2,2020,"Tracheophyta","Magnoliopsida",10,"NO",5373,573,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",7508,27,24382,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Dichondra argentea","Belgium","Vascular plants",2015,10,2015,"Tracheophyta","Magnoliopsida",0,"NO",3946,9,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,72,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Dichondra micrantha","Belgium","Vascular plants",2017,3,2017,"Tracheophyta","Magnoliopsida",0,"NO",1721,27,"R05072","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,NA,FALSE,0,0,"R05072","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae"
"240","Dicranopalpus larvatus","United Kingdom","Arthropods p.p. (Myriapods, Diplopods etc.)",2020,3,2020,"Arthropoda","Arachnida",0,"NO",0,6,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",10358,102,8,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Dipsacus strigosus","Belgium","Vascular plants",2012,99,2007,"Tracheophyta","Magnoliopsida",-5,"NO",0,8,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,2613,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Drepanaphis acerifoliae","Serbia","Insects",2019,2,2020,"Arthropoda","Insecta",1,"NO",0,1,"R05294","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",11129,54,NA,TRUE,0,0,"R05294","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae"
"243","Drosophila suzukii","Italy","Insects",2012,8,2016,"Arthropoda","Insecta",4,"NO",7012,3063,"R17012","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,NA,TRUE,30,2103.6,"R17012","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae"
"244","Drosophila suzukii","Switzerland","Insects",2011,9,2016,"Arthropoda","Insecta",5,"NO",7012,3063,"R17012","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1509736,13,NA,FALSE,40,2804.8,"R17012","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae"
"245","Drosophila suzukii","United Kingdom","Insects",2012,102,2016,"Arthropoda","Insecta",4,"NO",7012,3063,"R17012","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",6320677,102,NA,FALSE,0,0,"R17012","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae"
"246","Drosophila suzukii","Belgium","Insects",2011,5,2016,"Arthropoda","Insecta",5,"NO",7012,3063,"R17012","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",482504,480,NA,FALSE,9,631.08,"R17012","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae"
"247","Drosophila suzukii","Netherlands","Insects",2012,133,2013,"Arthropoda","Insecta",1,"NO",7012,3063,"R17012","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",6331084,30,NA,TRUE,2,140.24,"R17012","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae"
"248","Drosophila suzukii","Austria","Insects",2011,28,2017,"Arthropoda","Insecta",6,"NO",7012,3063,"R17012","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",122100,44,NA,TRUE,0,0,"R17012","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae"
"249","Drosophila suzukii","Portugal","Insects",2012,13,2013,"Arthropoda","Insecta",1,"NO",7012,3063,"R17012","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",52871,83,NA,FALSE,50,3506,"R17012","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae"
"250","Drosophila suzukii","Germany","Insects",2011,35,2014,"Arthropoda","Insecta",3,"NO",7012,3063,"R17012","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1575546,51,NA,FALSE,3,210.36,"R17012","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Drosophilidae"
"251","Dryocosmus kuriphilus","Italy","Insects",2010,95,2013,"Arthropoda","Insecta",3,"NO",1790,700,"R05325","A",1,0,0,0,"Terrestrial","NO","NO","YES","NO",205611,162,NA,FALSE,73,1306.7,"R05325","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Cynipidae"
"252","Dryocosmus kuriphilus","Netherlands","Insects",2010,142,2016,"Arthropoda","Insecta",6,"NO",1790,700,"R05325","A",1,0,0,0,"Terrestrial","NO","NO","YES","NO",6331084,30,NA,FALSE,0,0,"R05325","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Cynipidae"
"253","Dryocosmus kuriphilus","Spain","Insects",2012,27,2013,"Arthropoda","Insecta",1,"NO",1790,700,"R05325","A",1,0,0,0,"Terrestrial","NO","NO","YES","NO",264021,120,NA,TRUE,100,1790,"R05325","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Cynipidae"
"254","Dryocosmus kuriphilus","Germany","Insects",2012,37,2015,"Arthropoda","Insecta",3,"NO",1790,700,"R05325","A",1,0,0,0,"Terrestrial","NO","NO","YES","NO",1575546,51,NA,TRUE,0,0,"R05325","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Cynipidae"
"255","Dryocosmus kuriphilus","Portugal","Insects",2014,44,2018,"Arthropoda","Insecta",4,"NO",1790,700,"R05325","A",1,0,0,0,"Terrestrial","NO","NO","YES","NO",52871,83,NA,TRUE,0,0,"R05325","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Cynipidae"
"256","Dryocosmus kuriphilus","France","Insects",2010,48,2015,"Arthropoda","Insecta",5,"NO",1790,700,"R05325","A",1,0,0,0,"Terrestrial","NO","NO","YES","NO",514135,142,NA,FALSE,0,0,"R05325","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Cynipidae"
"257","Dryocosmus kuriphilus","United Kingdom","Insects",2015,55,2019,"Arthropoda","Insecta",4,"NO",1790,700,"R05325","A",1,0,0,0,"Terrestrial","NO","NO","YES","NO",6320677,102,NA,TRUE,0,0,"R05325","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hymenoptera","Cynipidae"
"258","Dryopteris cycadina","Belgium","Vascular plants",2015,15,2006,"Tracheophyta","Polypodiopsida",-9,"NO",1248,21,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,59,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Dryopteris erythrosora","France","Vascular plants",2010,2,2019,"Tracheophyta","Polypodiopsida",9,"NO",5689,213,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,68,FALSE,51,2901.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Dryopteris erythrosora","Belgium","Vascular plants",2015,35,2015,"Tracheophyta","Polypodiopsida",0,"NO",5689,213,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,68,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Dysphania anthelmintica","Belgium","Vascular plants",2016,23,2016,"Tracheophyta","Magnoliopsida",0,"NO",0,20,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,23,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Earias roseifera","Italy","Insects",2016,6,2019,"Arthropoda","Insecta",3,"NO",0,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,6,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Echinochloa oryzoides","Belgium","Vascular plants",2016,2,2016,"Tracheophyta","Liliopsida",0,"NO",0,330,"R05380","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,4,FALSE,0,0,"R05380","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Cyperales","Poaceae"
"264","Echinopsis albispinosa","Belgium","Vascular plants",2012,1,2012,"Tracheophyta","Magnoliopsida",0,"NO",0,0,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Eclectus roratus","Belgium","Birds",2010,5,2014,"Chordata","Aves",4,"NO",3862,367,"R19773","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,NA,FALSE,0,0,"R19773","A","1","0","0","0","Animalia","Chordata","Aves","Psittaciformes","Psittacidae"
"266","Elaeagnus pungens","Belgium","Vascular plants",2012,13,2012,"Tracheophyta","Magnoliopsida",0,"NO",5572,132,"R05459","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,248,FALSE,0,0,"R05459","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rhamnales","Elaeagnaceae"
